cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
01.002.502/0001-14,10366522,"Pcs;Monitores;Servidores;Thin Clients;Impressoras Laser e Ja",1,"SIDERCOMP INFORMATICA LTDA ME",2250,HORA,78750,77872.5,35,34.61
