ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2015,18.258.209/0001-15,2015-04-22,2015-12-31,2015-04-22,"CIRURGICAS CERON EQUIPAMENTOS HOSPITALARES E VETER","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",100,"A presente licitação tem por objetivo a aquisição de equipamentos médico-hospitalares, instrumentais odontológicos, mobiliário, Eletrodomésticos, eletroeletrônicos, climatização, material de consumo e Placas de identificação, para atendimento a Unidade Básica de Saúde - Porte II do Bairro São Defende, pertencente ao Sistema de Saúde do município de Criciúma/SC."," ",3885.06
2015,07.698.920/0001-74,2015-04-22,2015-12-31,2015-04-22,"DISMACENTER INDUSTRIA E COMERCIO DE MOVEIS EIRELI","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",101,"A presente licitação tem por objetivo a aquisição de equipamentos médico-hospitalares, instrumentais odontológicos, mobiliário, Eletrodomésticos, eletroeletrônicos, climatização, material de consumo e Placas de identificação, para atendimento a Unidade Básica de Saúde - Porte II do Bairro São Defende, pertencente ao Sistema de Saúde do município de Criciúma/SC."," ",396
2015,10.790.021/0001-01,2015-04-22,2015-12-31,2015-04-22,"GISIANE MATILDE VIEIRA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",102,"A presente licitação tem por objetivo a aquisição de equipamentos médico-hospitalares, instrumentais odontológicos, mobiliário, Eletrodomésticos, eletroeletrônicos, climatização, material de consumo e Placas de identificação, para atendimento a Unidade Básica de Saúde - Porte II do Bairro São Defende, pertencente ao Sistema de Saúde do município de Criciúma/SC."," ",875
2015,02.537.692/0001-37,2015-04-22,2015-12-31,2015-04-22,"GOLD COMPUTADORES LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",103,"A presente licitação tem por objetivo a aquisição de equipamentos médico-hospitalares, instrumentais odontológicos, mobiliário, Eletrodomésticos, eletroeletrônicos, climatização, material de consumo e Placas de identificação, para atendimento a Unidade Básica de Saúde - Porte II do Bairro São Defende, pertencente ao Sistema de Saúde do município de Criciúma/SC."," ",12990
2015,19.325.837/0001-39,2015-04-22,2015-12-31,2015-04-22,"HERCILIO DE MATTIA MOVEIS LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",104,"A presente licitação tem por objetivo a aquisição de equipamentos médico-hospitalares, instrumentais odontológicos, mobiliário, Eletrodomésticos, eletroeletrônicos, climatização, material de consumo e Placas de identificação, para atendimento a Unidade Básica de Saúde - Porte II do Bairro São Defende, pertencente ao Sistema de Saúde do município de Criciúma/SC."," ",3005
2015,05.948.061/0001-07,2015-04-22,2015-12-31,2015-04-22,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",105,"A presente licitação tem por objetivo a aquisição de equipamentos médico-hospitalares, instrumentais odontológicos, mobiliário, Eletrodomésticos, eletroeletrônicos, climatização, material de consumo e Placas de identificação, para atendimento a Unidade Básica de Saúde - Porte II do Bairro São Defende, pertencente ao Sistema de Saúde do município de Criciúma/SC."," ",19582.59
2015,01.898.250/0001-53,2015-04-22,2015-12-31,2015-04-22,"JET-MED MATERIAL MEDICO HOSPITALAR E FISIOTERAPEUTICO LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",106,"A presente licitação tem por objetivo a aquisição de equipamentos médico-hospitalares, instrumentais odontológicos, mobiliário, Eletrodomésticos, eletroeletrônicos, climatização, material de consumo e Placas de identificação, para atendimento a Unidade Básica de Saúde - Porte II do Bairro São Defende, pertencente ao Sistema de Saúde do município de Criciúma/SC."," ",1062
2015,80.121.858/0001-43,2015-04-22,2015-12-31,2015-04-22,"MARIA HELENA COMERCIO DE MOVEIS EIRELI","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",107,"A presente licitação tem por objetivo a aquisição de equipamentos médico-hospitalares, instrumentais odontológicos, mobiliário, Eletrodomésticos, eletroeletrônicos, climatização, material de consumo e Placas de identificação, para atendimento a Unidade Básica de Saúde - Porte II do Bairro São Defende, pertencente ao Sistema de Saúde do município de Criciúma/SC."," ",9999
2015,05.021.932/0001-34,2015-04-22,2015-12-31,2015-04-22,"MF DE ALMEIDA & CIA. LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",108,"A presente licitação tem por objetivo a aquisição de equipamentos médico-hospitalares, instrumentais odontológicos, mobiliário, Eletrodomésticos, eletroeletrônicos, climatização, material de consumo e Placas de identificação, para atendimento a Unidade Básica de Saúde - Porte II do Bairro São Defende, pertencente ao Sistema de Saúde do município de Criciúma/SC."," ",16610.6
2015,04.283.623/0001-70,2015-04-22,2015-12-31,2015-04-22,"MOVEIS REQUINTE SOB MEDIDA LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",109,"A presente licitação tem por objetivo a aquisição de equipamentos médico-hospitalares, instrumentais odontológicos, mobiliário, Eletrodomésticos, eletroeletrônicos, climatização, material de consumo e Placas de identificação, para atendimento a Unidade Básica de Saúde - Porte II do Bairro São Defende, pertencente ao Sistema de Saúde do município de Criciúma/SC."," ",6415
