cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
01.002.502/0001-14,INDIVIDUAL," ","itensProposta_876afd90-28a8-4d93-b0fa-3deaf431af61.csv","SIDERCOMP INFORMATICA LTDA ME","ADILSON SALVADOR","ADILSON SALVADOR"," "
04.572.854/0001-01,INDIVIDUAL," ","itensProposta_0558e57c-fa02-4cea-98ec-a2f0142aa697.csv","DAT INFORMATICA LTDA ME","VILMAR ANTONIO INNOCENTI","VILMAR ANTONIO INNOCENTI"," "
04.489.586/0001-50,INDIVIDUAL," ","itensProposta_836c7a91-7d12-4434-b190-04db4dfb80cd.csv","NYCE PAPELARIA E INFORMÁTICA","LIGIA RAQUEL GOMES PAIS","LIGIA RAQUEL GOMES PAIS"," "
