data,justificativa,responsavel,tipo
2023-08-01,REEQUILIBRIO,"CLESIO SALVARO",ALTERACAO_PRECOS
2023-09-19,reequilibrio,"CLESIO SALVARO",ALTERACAO_PRECOS
2024-02-21,REEQUILIBRIO,"CLESIO SALVARO",ALTERACAO_PRECOS
