ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2024,90.180.605/0001-02,2024-01-16,2025-01-15,2024-01-16,"GENTE SEGURADORA S/A","PREFEITURA MUNICIPAL DE CRICIUMA",7,"contratação de empresa especializada em seguro veicular, com cobertura contra danos materiais resultantes de sinistros de roubo ou furto, colisão, incêndio, danos causados pela natureza, atos danosos praticados por terceiros e assistência de guincho 24 horas, para os veículos pertencentes à frota oficial do Município Criciúma/SC."," ",68299.17
2024,90.180.605/0001-02,2024-01-16,2025-01-15,2024-01-16,"GENTE SEGURADORA S/A","PREFEITURA MUNICIPAL DE CRICIUMA",8,"contratação de empresa especializada em seguro veicular, com cobertura contra danos materiais resultantes de sinistros de roubo ou furto, colisão, incêndio, danos causados pela natureza, atos danosos praticados por terceiros e assistência de guincho 24 horas, para os veículos pertencentes à frota oficial do Município Criciúma/SC."," ",30627.65
2024,90.180.605/0001-02,2024-01-16,2025-01-15,2024-01-16,"GENTE SEGURADORA S/A","PREFEITURA MUNICIPAL DE CRICIUMA",9,"contratação de empresa especializada em seguro veicular, com cobertura contra danos materiais resultantes de sinistros de roubo ou furto, colisão, incêndio, danos causados pela natureza, atos danosos praticados por terceiros e assistência de guincho 24 horas, para os veículos pertencentes à frota oficial do Município Criciúma/SC."," ",141921.28
2024,90.180.605/0001-02,2024-01-16,2025-01-15,2024-01-16,"GENTE SEGURADORA S/A","PREFEITURA MUNICIPAL DE CRICIUMA",10,"contratação de empresa especializada em seguro veicular, com cobertura contra danos materiais resultantes de sinistros de roubo ou furto, colisão, incêndio, danos causados pela natureza, atos danosos praticados por terceiros e assistência de guincho 24 horas, para os veículos pertencentes à frota oficial do Município Criciúma/SC."," ",53203.22
2024,90.180.605/0001-02,2024-01-16,2025-01-15,2024-01-16,"GENTE SEGURADORA S/A","PREFEITURA MUNICIPAL DE CRICIUMA",11,"contratação de empresa especializada em seguro veicular, com cobertura contra danos materiais resultantes de sinistros de roubo ou furto, colisão, incêndio, danos causados pela natureza, atos danosos praticados por terceiros e assistência de guincho 24 horas, para os veículos pertencentes à frota oficial do Município Criciúma/SC."," ",21135.46
2024,90.180.605/0001-02,2024-01-16,2025-01-15,2024-01-16,"GENTE SEGURADORA S/A","PREFEITURA MUNICIPAL DE CRICIUMA",12,"contratação de empresa especializada em seguro veicular, com cobertura contra danos materiais resultantes de sinistros de roubo ou furto, colisão, incêndio, danos causados pela natureza, atos danosos praticados por terceiros e assistência de guincho 24 horas, para os veículos pertencentes à frota oficial do Município Criciúma/SC."," ",60312.46
2024,90.180.605/0001-02,2024-01-16,2025-01-15,2024-01-16,"GENTE SEGURADORA S/A","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",1,"contratação de empresa especializada em seguro veicular, com cobertura contra danos materiais resultantes de sinistros de roubo ou furto, colisão, incêndio, danos causados pela natureza, atos danosos praticados por terceiros e assistência de guincho 24 horas, para os veículos pertencentes à frota oficial do Município Criciúma/SC."," ",124430.37
2024,90.180.605/0001-02,2024-01-16,2025-01-15,2024-01-16,"GENTE SEGURADORA S/A","FUNDAÇÃO CULTURAL DE CRICIÚMA",1,"contratação de empresa especializada em seguro veicular, com cobertura contra danos materiais resultantes de sinistros de roubo ou furto, colisão, incêndio, danos causados pela natureza, atos danosos praticados por terceiros e assistência de guincho 24 horas, para os veículos pertencentes à frota oficial do Município Criciúma/SC."," ",2904.03
2024,90.180.605/0001-02,2024-01-16,2025-01-15,2024-01-16,"GENTE SEGURADORA S/A","FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CRICIUMA",1,"contratação de empresa especializada em seguro veicular, com cobertura contra danos materiais resultantes de sinistros de roubo ou furto, colisão, incêndio, danos causados pela natureza, atos danosos praticados por terceiros e assistência de guincho 24 horas, para os veículos pertencentes à frota oficial do Município Criciúma/SC."," ",25919.56
2024,90.180.605/0001-02,2024-01-16,2025-01-15,2024-01-16,"GENTE SEGURADORA S/A","FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",1,"contratação de empresa especializada em seguro veicular, com cobertura contra danos materiais resultantes de sinistros de roubo ou furto, colisão, incêndio, danos causados pela natureza, atos danosos praticados por terceiros e assistência de guincho 24 horas, para os veículos pertencentes à frota oficial do Município Criciúma/SC."," ",10923.57
