data,justificativa,responsavel,tipo
2024-10-28,,"RICARDO FABRIS",PRORROGACAO_PRAZO
2025-04-07,CANCELAMENTO,"VAGNER ESPINDOLA RODRIGUES",CANCELAMENTO
2025-05-05,"TRANSFERENCIA ITENS DO RP 252 PARA 251","VAGNER ESPINDOLA RODRIGUES",TRANSF_PARA_OUTRA_ATA
