ano,numero,dataEmissao,tipo,nomeCredor,valor
2023,441,2023-10-05,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",1621.62
2023,442,2023-10-05,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",723.65
2023,6374,2023-10-05,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",5141.86
2023,6375,2023-10-05,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",980.16
2023,6535,2023-10-17,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",8546.2
2023,6536,2023-10-17,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",6544.92
2023,6958,2023-11-08,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",20892.3
2023,6959,2023-11-08,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",11249.7
2023,7110,2023-11-16,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",14100.82
2023,7111,2023-11-16,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",9045
2023,7112,2023-11-16,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",1495.66
2023,7113,2023-11-16,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",480
2023,476,2023-11-16,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",938.86
2023,477,2023-11-16,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",360
2023,4495,2023-11-23,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",5722
2023,4496,2023-11-23,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",553.97
2023,7280,2023-11-23,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",899.3
2023,7281,2023-11-23,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",1533.58
2023,7292,2023-11-23,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",82.82
2023,7293,2023-11-23,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",816.8
2023,484,2023-11-23,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",2248.68
2023,485,2023-11-23,Empenhar,"RETIFICA DE MOTORES AGRO DIESEL LTDA",2431.38
2023,7381,2023-11-29,Empenhar,"MARTINELLI COMERCIAL DE PECAS SUL CATARINENSE LTDA",22100
2023,7382,2023-11-29,Empenhar,"MARTINELLI COMERCIAL DE PECAS SUL CATARINENSE LTDA",11900
2024,870,2024-02-16,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",2450.17
2024,871,2024-02-16,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",1302.55
2024,1346,2024-02-16,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",32095.08
2024,1347,2024-02-16,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",10308.65
2024,1348,2024-02-16,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",25256.31
