cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
02.657.928/0001-79,10383980,"CABO HDMI 15 METROS",8,"PONTO DAS SOLUCOES TECNOLOGICAS EIRELI",12,UND,2180.04,1464,181.67,122
02.657.928/0001-79,3401026749,"SUPORTE DE TV VIDEOWALL",9,"PONTO DAS SOLUCOES TECNOLOGICAS EIRELI",18,UN,16233.66,9018,901.87,501
02.657.928/0001-79,3401026751,"ADAPTADOR CONVERSOR DISPLAYPORT PARA HDMI",10,"PONTO DAS SOLUCOES TECNOLOGICAS EIRELI",18,UN,919.8,539.82,51.1,29.99
23.964.820/0001-07,10365878,Nobreak,4,"COMERCIO NOVO RUMO LTDA",8,UND,6223.44,3456,777.93,432
28.259.633/0001-38,10379252,"COMPUTADOR BÁSICO COMPLETO",1,"3IP FULL RETAIL LTDA",3,UND,16905,10800,5635,3600
28.259.633/0001-38,10379254,"COMPUTADOR AVANÇADO COMPLETO",2,"3IP FULL RETAIL LTDA",3,UND,48971.01,31590,16323.67,10530
28.259.633/0001-38,10108513,MONITOR,3,"3IP FULL RETAIL LTDA",6,UND,10069.98,6720,1678.33,1120
28.259.633/0001-38,3401020360,"TELEVISOR SMART 65""",6,"3IP FULL RETAIL LTDA",4,UND,102834,15156,5713,3789
28.259.633/0001-38,3401021652,"SWITCH 48 PORTAS",7,"3IP FULL RETAIL LTDA",1,UNI,3976.93,3280,3976.93,3280
28.259.633/0001-38,3401026641,"GERADOR SILENCIOSO",11,"3IP FULL RETAIL LTDA",1,UN,57303.33,56000,57303.33,56000
65.149.197/0002-51,3401020360,"TELEVISOR SMART 65""",5,"REPREMIG REPRESENTAÇÃO E COMERCIO DE MINAS GERAIS LTDA",14,UND,102834,39410,5713,2815
