data,justificativa,responsavel,tipo
2024-03-14,"Transferência dos itens 177 e 178 para a EF Materiais de Construção LTDA","MAURICIO BACIS GUGLIELMI",RECEBIMENTO_POR_TRANSF
2024-03-14,"Atualização de preço após transferência","MAURICIO BACIS GUGLIELMI",ALTERACAO_PRECOS
2024-10-18,REEQUILIBRIO,"RICARDO FABRIS",ALTERACAO_PRECOS
