data,justificativa,responsavel,tipo
2024-03-14,"Transferência dos itens 165 e 166 para a ata da LMR IMPORTACAO E EXPORTACAO DE MATERIAL ELETRICO LTDA","MAURICIO BACIS GUGLIELMI",TRANSF_PARA_OUTRA_ATA
2024-03-18,"Transferência de item 161 para o fornecedor LUMINIX ENGENHARIA COMERCIO E REPRESENTACOES LTDA","MAURICIO BACIS GUGLIELMI",CANCELAMENTO
2024-05-23,"CANCELAMENTO DE ATA","CLESIO SALVARO",CANCELAMENTO
2024-08-15,"PASSAGEM DE ITEM 170","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
