data,justificativa,responsavel,tipo
2024-06-17,REEQUILIBRIO,"CLESIO SALVARO",ALTERACAO_PRECOS
2024-06-18,REEQUILIBRIO,"CLESIO SALVARO",ALTERACAO_PRECOS
