cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
17.281.222/0001-22,3401025165,"BEBIDA LÁCTEA SEM LACTOSE E SEM AÇÚCAR",1,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA",600,UND,4572,3732,7.62,6.22
17.281.222/0001-22,3401026447,"QUEIJO MUSSARELA, SEM LACTOSE, FATIADO",5,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA",100,KG,8841,8751,88.41,87.51
27.238.756/0001-20,340100882,"CHOCOLATE EM PÓ SOLÚVEL,  50% CACAU",2,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",1637,KG,64907.05,64825.2,39.65,39.6
27.238.756/0001-20,3401025136,"DOCE DE BANANA SEM AÇÚCAR, 400G - NA CENTRAL",4,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",2134,KG,74241.86,74049.8,34.79,34.7
07.434.505/0001-03,10374375,"COLORÍFICO- NA CENTRAL",3,"ROSILEIA RAUPP DE BEM MACHADO",2868,KG,55553.16,55524.48,19.37,19.36
