data,justificativa,responsavel,tipo
2024-10-28,,"RICARDO FABRIS",PRORROGACAO_PRAZO
2025-05-05,"TRANSFERENCIA ITENS DO RP 252 PARA 251","VAGNER ESPINDOLA RODRIGUES",RECEBIMENTO_POR_TRANSF
2025-07-14,"Alteração de preço após recebimento de itens","VAGNER ESPINDOLA RODRIGUES",ALTERACAO_PRECOS
