ano,numero,dataEmissao,tipo,nomeCredor,valor
2023,2786,2023-04-27,Empenhar,"COLONETTI ARTEFATOS DE CIMENTO LTDA - ME",92850
2023,2787,2023-04-27,Empenhar,"LS LAJES SILVA LTDA ME",6495
2023,2974,2023-05-09,Empenhar,"COLONETTI ARTEFATOS DE CIMENTO LTDA - ME",54975
2023,2975,2023-05-09,Empenhar,"LS LAJES SILVA LTDA ME",93050
2023,3877,2023-06-16,Empenhar,"LS LAJES SILVA LTDA ME",29944
2023,4382,2023-07-05,Empenhar,"COLONETTI ARTEFATOS DE CIMENTO LTDA - ME",84050
2023,6321,2023-10-04,Empenhar,"LS LAJES SILVA LTDA ME",55991
2024,1109,2024-01-31,Empenhar,"COLONETTI ARTEFATOS DE CIMENTO LTDA - ME",59375
2024,1500,2024-02-26,Empenhar,"LS LAJES SILVA LTDA ME",43729.5
2024,1948,2024-03-11,Empenhar,"COLONETTI ARTEFATOS DE CIMENTO LTDA - ME",61600
2024,2503,2024-04-03,Empenhar,"LS LAJES SILVA LTDA ME",91280
2024,2504,2024-04-03,Empenhar,"COLONETTI ARTEFATOS DE CIMENTO LTDA - ME",426704
