data,justificativa,responsavel,tipo
2024-08-21,"PASSAGEM DE ITEM 68 E 69","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2024-08-21,"ALTERAÇÃO DE VALOR APOS RECEBIMENTO ITEM 68 E 69","CLESIO SALVARO",ALTERACAO_PRECOS
2025-05-12,"PRORROGAÇÃO DE VIGENCIA - 23/04/2026","VAGNER ESPINDOLA RODRIGUES",PRORROGACAO_PRAZO
2025-05-09,REEQUILIBRIO,"VAGNER ESPINDOLA RODRIGUES",ALTERACAO_PRECOS
2025-07-04,"REEQUIIBRIO DE PREÇOS","VAGNER ESPINDOLA RODRIGUES",ALTERACAO_PRECOS
