data,justificativa,responsavel,tipo
2024-03-14,"Transferência dos itens 165 e 166 para a ata da LMR IMPORTACAO E EXPORTACAO DE MATERIAL ELETRICO LTDA","MAURICIO BACIS GUGLIELMI",RECEBIMENTO_POR_TRANSF
2024-03-14,"Atualização do preço após transferência.","MAURICIO BACIS GUGLIELMI",ALTERACAO_PRECOS
2024-12-02,"PASSAGEM DE ITEM 162","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
2024-12-02,"PASSAGEM DE ITEM 165","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
