cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
29.034.794/0001-96,340100841,"ALCOOL 70% 5LT GEL ANTISSEPTICO XPRESS",1,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",48,GAL,1956,1900.8,40.75,39.6
29.034.794/0001-96,1013984,"ÁLCOOL LÍQUIDO 70% 01 litro",2,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",144,UNI,1195.2,1137.6,8.3,7.9
29.034.794/0001-96,10370204,"Água sanitária 5 Lts",3,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",24,GAL,203.6,181.2,8.4833,7.55
29.034.794/0001-96,10370205,"Balde plástico resistente capacidade 16 lts",4,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",6,UND,108.2,100.5,18.0333,16.75
29.034.794/0001-96,10366552,"CAIXA COPO DESCARTAVEL 180 ML",5,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",18,CX,2227.5,2183.4,123.75,121.3
29.034.794/0001-96,10383914,"CLORO 5LTS",6,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",12,GAL,157.6,135,13.1333,11.25
29.034.794/0001-96,10375065,"Detergente Líquido Neutro de uso geral 500 mL;",7,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",72,UND,172.8,140.4,2.4,1.95
29.034.794/0001-96,3401025017,"Desodorizador spray 400ml",8,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",25,UN,250.42,242.5,10.0167,9.7
29.034.794/0001-96,3401020789,"desincrustante concentrado 5lt",9,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",24,UNID,3046.4,2767.2,126.9333,115.3
29.034.794/0001-96,10100061,"ESPONJA DUPLA FACE",10,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",100,UND,85,75,0.85,0.75
29.034.794/0001-96,3401020790,"esponja fibra verde",11,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",50,UNID,130,122.5,2.6,2.45
29.034.794/0001-96,10363987,"Flanela para limpeza na cor laranja  38 x 58",12,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",24,UND,90,76.8,3.75,3.2
29.034.794/0001-96,340100546,"CAIXA DE FÓSFORO",13,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",4,CX,22.87,19.2,5.7167,4.8
29.034.794/0001-96,51104175,"LIMPADOR PERFUMADO",14,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",40,GL,288,294,7.2,7.35
29.034.794/0001-96,10116841,"LIMPA VIDROS",15,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",50,UND,242.5,245,4.85,4.9
29.034.794/0001-96,3401020791,"luva multiuso",16,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",12,UNID,47.8,46.8,3.9833,3.9
29.034.794/0001-96,10365141,"Desinfetante 05 Lt",17,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",24,GAL,1758.8,1675.2,73.2833,69.8
29.034.794/0001-96,140100964,"PANO MULTIUSO COM 300 MTS",18,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",4,UND,546.2,538.4,136.55,134.6
29.034.794/0001-96,140100797,"PAPEL TOALHA  C/1000",19,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",72,UND,757.2,806.4,10.5167,11.2
29.034.794/0001-96,10370852,"PAPEL HIGIÊNICO.",20,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",32,PCT,1669.33,1561.6,52.1667,48.8
29.034.794/0001-96,140300706,"Pá de lixo plástica",21,"A M R SISTEMAS DE HIGIENE, LIMPEZA PROFISSIONAL E EPI'S LTDA",4,UND,92.87,79,23.2167,19.75
