cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
20.770.179/0001-73,INDIVIDUAL," ","itensProposta_395b0b7a-1c7f-4300-b5b4-64ed7be71737.csv","FLB PUBLICIDADE E PROPAGANDA LTDA",,," "
03.979.287/0001-31,INDIVIDUAL," "," ","OLE - PROPAGANDA E PUBLICIDADE LTDA",,," "
24.811.536/0001-55,INDIVIDUAL," "," ","DUDACOM MARKETING INTEGRADO LTDA",,," "
41.455.879/0001-43,INDIVIDUAL," "," ","BECKA COMUNICAÇÃO",,," "
88.271.747/0001-25,INDIVIDUAL," "," ","PRO TARGET COMUNICACAO E MARKETING LTDA",,," "
00.369.149/0001-42,INDIVIDUAL," "," ","PIT PROPAGANDA E PUBLICIDADE LTDA",,," "
10.749.284/0001-77,INDIVIDUAL," "," ","EZCUZE AGENCIA DE PROPAGANDA E PUBLICIDADE LTDA",,," "
26.218.216/0001-11,INDIVIDUAL," ","itensProposta_2758e65f-fff3-460b-aff4-028625c5fe67.csv","LEGADO PUBLICIDADE LTDA",,," "
80.688.948/0001-10,INDIVIDUAL," ","itensProposta_311fd163-a36b-4a72-ab9f-7a0e73ec7a4e.csv","ARILTON AMADOR",,," "
12.013.778/0001-14,INDIVIDUAL," ","itensProposta_97a327d1-abb8-4344-9fcd-339e8c1d9fb2.csv","BLUE PUBLICIDADE E PROPAGANDA LTDA",,," "
