data,justificativa,responsavel,tipo
2024-03-14,"Transferência dos itens 177 e 178 para a EF Materiais de Construção LTDA","MAURICIO BACIS GUGLIELMI",TRANSF_PARA_OUTRA_ATA
2024-03-18,"Transferência de itens 185 e 186 para a Euro Tubos","MAURICIO BACIS GUGLIELMI",CANCELAMENTO
