cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
03.725.725/0001-35,3401025795,"Gerenciamento, publicação e atualização das novas legislações geradas pelo Município; Manutenção do sistema de pesquisa de normas; Acesso aos recursos e ferramentas exclusivas do portal Leis Municipais.",1,"LIZ SERVIÇOS ONLINE LTDA",12,Mensal,22008.96,22008.96,1834.08,1834.08
