ano,numero,dataEmissao,tipo,nomeCredor,valor
2023,1616,2023-03-03,Empenhar,"GRAND COMMERCE LTDA",71047.5
2023,1617,2023-03-03,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",38965
2023,1660,2023-03-07,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",39006.54
2023,1674,2023-03-08,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",26573.7
2023,1677,2023-03-08,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",68746
2023,1678,2023-03-08,Empenhar,"GRAND COMMERCE LTDA",5931.5
2023,1762,2023-03-13,Empenhar,"GOIAS LED  MATERIAIS ELETRICOS E CONSTRUCAO EIRELI",20709.65
2023,1763,2023-03-13,Empenhar,"AUGE LUZ MATERIAIS ELETRICOS LTDA",7749
2023,1764,2023-03-13,Empenhar,"ELETRICA ZEUS LTDA",2348
2023,1851,2023-03-16,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",17267.9
2023,1852,2023-03-16,Empenhar,"GRAND COMMERCE LTDA",77528.95
2023,1853,2023-03-16,Empenhar,"EFICILUX COMERCIO E SERVICO DE EQUIPAMENTOS ELETRICOS LTDA",13619.1
2023,1854,2023-03-16,Empenhar,"ECOLUMEN SOLUCOES ELETRICAS LTDA",1800
2023,2018,2023-03-27,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",4717.8
2023,2019,2023-03-27,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",12176
2023,2020,2023-03-27,Empenhar,"GRAND COMMERCE LTDA",427
2023,2021,2023-03-27,Empenhar,"AUGE LUZ MATERIAIS ELETRICOS LTDA",3415.5
2023,2022,2023-03-27,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",24049.17
2023,2023,2023-03-27,Empenhar,"PJ ILUMINACAO LTDA",10202
2023,2262,2023-04-04,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",27234.54
2023,2379,2023-04-12,Empenhar,"GRAND COMMERCE LTDA",13058
2023,2380,2023-04-12,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",28334.1
2023,2388,2023-04-12,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",339.5
2023,2389,2023-04-12,Empenhar,"ELETRICA ZEUS LTDA",27.84
2023,2390,2023-04-12,Empenhar,"GOIAS LED  MATERIAIS ELETRICOS E CONSTRUCAO EIRELI",19522.95
2023,2391,2023-04-12,Empenhar,"ELETRICA ZEUS LTDA",2348
2023,2458,2023-04-14,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",1725
2023,2459,2023-04-14,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",37045.35
2023,2464,2023-04-14,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",7198
2023,2598,2023-04-25,Empenhar,"GRAND COMMERCE LTDA",4287.85
2023,2599,2023-04-25,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",24081.8
2023,2603,2023-04-25,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",11937
2023,2884,2023-05-04,Empenhar,"GRAND COMMERCE LTDA",4665.26
2023,2885,2023-05-04,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",5354.42
2023,2886,2023-05-04,Empenhar,"GOIAS LED  MATERIAIS ELETRICOS E CONSTRUCAO EIRELI",2367.7
2023,2887,2023-05-04,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",4166.7
2023,2973,2023-05-09,Empenhar,"GRAND COMMERCE LTDA",1649.85
2023,3071,2023-05-12,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",71811.86
2023,3072,2023-05-12,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",22280
2023,3126,2023-05-16,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",18706
2023,3127,2023-05-16,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",15525
2023,3257,2023-05-23,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",15400.6
2023,3258,2023-05-23,Empenhar,"EFICILUX COMERCIO E SERVICO DE EQUIPAMENTOS ELETRICOS LTDA",31777.9
2023,3259,2023-05-23,Empenhar,"GRAND COMMERCE LTDA",25530
2023,3692,2023-06-07,Empenhar,"GOIAS LED  MATERIAIS ELETRICOS E CONSTRUCAO EIRELI",4007.7
2023,3694,2023-06-07,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",3118.6
2023,3730,2023-06-09,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",35480.88
2023,4562,2023-07-10,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",48386.5
2023,4563,2023-07-10,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",14933.15
2023,4564,2023-07-10,Empenhar,"GOIAS LED  MATERIAIS ELETRICOS E CONSTRUCAO EIRELI",2629.65
2023,4565,2023-07-10,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",1801.8
2023,4566,2023-07-10,Empenhar,"ELETRICA ZEUS LTDA",2348
2023,4567,2023-07-10,Empenhar,"GRAND COMMERCE LTDA",3200
2023,4568,2023-07-10,Empenhar,"AUGE LUZ MATERIAIS ELETRICOS LTDA",11556
2023,4628,2023-07-13,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",6800
2023,4723,2023-07-20,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",4736
2023,4724,2023-07-20,Empenhar,"GRAND COMMERCE LTDA",20842.5
2023,5277,2023-08-14,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",2803.5
2023,5278,2023-08-14,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",6720
2023,5374,2023-08-21,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",6556
2023,5685,2023-09-05,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",10160
2023,5686,2023-09-05,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",1254.5
2023,5726,2023-09-08,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",5683.2
2023,5897,2023-09-15,Empenhar,"GRAND COMMERCE LTDA",13462.5
2023,5898,2023-09-15,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",1200
2023,5984,2023-09-21,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",1544
2023,5986,2023-09-21,Empenhar,"GRAND COMMERCE LTDA",2490
2023,6333,2023-10-04,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",5920
2023,6496,2023-10-13,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",6720
2023,6497,2023-10-13,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",2962.5
2023,6909,2023-11-03,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",6880
2023,6911,2023-11-03,Empenhar,"ELETRICA ZEUS LTDA",2348
2023,6912,2023-11-03,Empenhar,"GRAND COMMERCE LTDA",11750
2023,6910,2023-11-03,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",8672
2023,7099,2023-11-14,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",10080
2023,7100,2023-11-14,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",6941.5
2023,7101,2023-11-14,Empenhar,"GRAND COMMERCE LTDA",7380
2023,7333,2023-11-27,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",5960
2023,7385,2023-11-29,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",7360
2024,388,2024-01-03,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",6720
2024,389,2024-01-03,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",3738
2024,390,2024-01-03,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",6832
2024,1105,2024-01-31,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",580.5
2024,1106,2024-01-31,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",58954.55
2024,1107,2024-01-31,Empenhar,"GRAND COMMERCE LTDA",0
2024,1108,2024-01-31,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",6720
2024,1220,2024-02-08,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",113314.1
2024,1316,2024-02-14,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",125747.57
2024,1417,2024-02-20,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",156533.63
2024,1418,2024-02-20,Empenhar,"AUGE LUZ MATERIAIS ELETRICOS LTDA",0
2024,1419,2024-02-20,Empenhar,"GOIAS LED  MATERIAIS ELETRICOS E CONSTRUCAO EIRELI",0
2024,1420,2024-02-20,Empenhar,"R. ADAM NUNES MATERIAIS ELETRICOS",11690
2024,1421,2024-02-20,Empenhar,"TH7 SOLUCOES COMERCIAIS LTDA",0
2024,1422,2024-02-20,Empenhar,"GRAND COMMERCE LTDA",0
2024,1423,2024-02-20,Empenhar,"GRAND COMMERCE LTDA",0
2024,1424,2024-02-20,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",0
2024,1425,2024-02-20,Empenhar,"RALTEC MATERIAIS ELETRICOS LTDA",0
2024,870,2024-01-29,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",145465.02
2024,871,2024-01-29,Empenhar,"SIRIUS COMERCIAL ELETRICA LTDA",14538.5
