cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
17.896.535/0001-95,INDIVIDUAL," ","itensProposta_bcfb9506-ebcf-439c-a3af-58e22cce0faf.csv","CONSTRUCITY CONSTRUCOES E REFORMAS EIRELI",,," "
02.698.965/0001-25,INDIVIDUAL," ","itensProposta_f69a4bc7-7f6f-4aac-a399-cd9159521788.csv","FECEL ENGENHARIA E CONSTRUCOES LTDA",,," "
05.956.617/0001-07,INDIVIDUAL," ","itensProposta_9a7b7f2d-b2d2-41a2-bee9-5c51e06b9a13.csv","BF CONSTRUCOES LTDA",,," "
10.679.018/0001-15,INDIVIDUAL," ","itensProposta_ea085383-e50a-4b92-a407-855b0a662eba.csv","JL ADMINISTRADORA DE BENS LTDA",,," "
74.111.709/0001-09,INDIVIDUAL," ","itensProposta_0ff10543-401e-4288-afd8-f99e5ea66847.csv","ENGETOM CONSTRUCAO CIVIL LTDA",,," "
27.887.077/0001-81,INDIVIDUAL," ","itensProposta_89dabad8-c6f4-4e9f-bd13-defe27bc63bf.csv","MR ADMINISTRACAO DE OBRAS LTDA",,," "
72.381.015/0001-58,INDIVIDUAL," ","itensProposta_b69ba220-c75e-49c1-9e0e-52fa7b2caa3a.csv","REDIL CONSTRUTORA LIMITADA",,," "
10.634.960/0001-67,INDIVIDUAL," "," ","NG3 CONSTRUTORA E PUBLICIDADE LTDA",,," "
06.218.756/0001-98,INDIVIDUAL," ","itensProposta_506f3334-fe90-4956-badd-d11c93ff51af.csv","HE MARTINS CONSTRUCOES LTDA",,," "
10.599.044/0001-33,INDIVIDUAL," ","itensProposta_ad1334ff-bcb2-4d00-b840-c86f25a66503.csv","CONSONI CONSTRUCOES LTDA",,," "
30.693.707/0001-91,INDIVIDUAL," ","itensProposta_e96c9f70-1f1c-4e7f-b28f-361c600606d9.csv","ALLIANZ CONSTRUCAO DE OBRAS LTDA",,," "
27.272.075/0001-88,INDIVIDUAL," ","itensProposta_9f4648b8-52ff-4cf6-9e68-857f561faf24.csv","DUTRA CONSTRUCOES E REFORMAS - EIRELI",,," "
08.665.772/0001-54,INDIVIDUAL," ","itensProposta_5a6bdc1f-3460-4fca-8b29-37848d18b56b.csv","ONE UP CONSTRUCOES E INCORPORACOES LTDA.",,," "
42.373.814/0001-11,INDIVIDUAL," ","itensProposta_03261e4c-6e29-4e29-80f0-5191541d539f.csv","FABRIS PRESTADORA DE SERVICOS LTDA",,," "
03.851.496/0001-03,INDIVIDUAL," ","itensProposta_4a8001b9-4e5c-4d14-8c9e-26b1326a5bba.csv","CONSTRUTORA NELGUI LTDA",,," "
17.861.674/0001-83,INDIVIDUAL," ","itensProposta_415d282b-a5c3-417c-b9b5-f4d4d80fac26.csv","KAMIG ENGENHARIA LTDA.",,," "
31.252.609/0001-81,INDIVIDUAL," ","itensProposta_fa6ae6bd-1668-403d-b219-51d564baa56d.csv","WEST ENGENHARIA LTDA",,," "
01.490.849/0001-53,INDIVIDUAL," ","itensProposta_9b2d9962-9ae3-49e5-8a51-9c3663f12b9d.csv","CREMA CONSTRUCOES LTDA",,," "
25.181.135/0001-21,INDIVIDUAL," "," ","IMOVEX CONSTRUCOES LTDA",,," "
10.607.931/0001-06,INDIVIDUAL," ","itensProposta_26d80794-18d3-4b36-88ad-d1ea2a905cb6.csv","KAMILLA CONSTRUCOES E PROJETOS LTDA",,," "
