cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
04.572.854/0001-01,3401026452,"Agenda de Telefone",1,"DAT INFORMATICA LTDA ME",60,UND,3859.8,2400,64.33,40
04.572.854/0001-01,3401026453,"Agenda de Compromisso",2,"DAT INFORMATICA LTDA ME",60,UND,5740.2,2400,95.67,40
04.572.854/0001-01,3401026454,"Fita para Impressora Matricial",3,"DAT INFORMATICA LTDA ME",40,UND,720,680,18,17
04.572.854/0001-01,3401026455,"Pistola para Cola Quente",4,"DAT INFORMATICA LTDA ME",10,UND,313.3,310,31.33,31
04.572.854/0001-01,3401026456,"Refio para Cola Quente",5,"DAT INFORMATICA LTDA ME",10,UND,283.3,281,28.33,28.1
04.572.854/0001-01,3401026457,"Leitor para Código de Barra",6,"DAT INFORMATICA LTDA ME",10,UND,2323.3,1700,232.33,170
04.572.854/0001-01,3401026458,"Controle Universal p/ AR Condicionado",7,"DAT INFORMATICA LTDA ME",30,UND,1269.9,1260,42.33,42
04.572.854/0001-01,3401026459,"Controle Universal para TV",8,"DAT INFORMATICA LTDA ME",30,UND,1269.9,1050,42.33,35
04.572.854/0001-01,3401026460,"Microfone sem Fio Simples",9,"DAT INFORMATICA LTDA ME",10,UND,2516.7,2290,251.67,229
04.572.854/0001-01,10377959,"Microfone sem fio duplo",10,"DAT INFORMATICA LTDA ME",10,UND,4666.7,3900,466.67,390
04.572.854/0001-01,1013331,"TV 32 POLEGADAS",11,"DAT INFORMATICA LTDA ME",3,UNI,4014,4011,1338,1337
04.572.854/0001-01,3401026461,"TV  50 Polegadas",12,"DAT INFORMATICA LTDA ME",3,UND,11810.01,10800,3936.67,3600
04.572.854/0001-01,3401026462,"TV  60 Polegadas",13,"DAT INFORMATICA LTDA ME",3,UND,13640.01,13560,4546.67,4520
04.572.854/0001-01,3401026463,"Papel A4   Gramatura 90",14,"DAT INFORMATICA LTDA ME",100,CXS,20467,15500,204.67,155
04.572.854/0001-01,62,"Papel A3",15,"DAT INFORMATICA LTDA ME",50,RSMA,14500,11250,290,225
04.572.854/0001-01,3401026464,"Pilhas Alcalina Duracel AA",16,"DAT INFORMATICA LTDA ME",400,UND,3600,3200,9,8
04.572.854/0001-01,3401026465,"Pilhas Alcalina Duracel AAA",17,"DAT INFORMATICA LTDA ME",400,UND,3600,3200,9,8
04.572.854/0001-01,3401026466,"Pilhas Alcalina Duracel Recarregável AA",18,"DAT INFORMATICA LTDA ME",300,UND,9900,9600,33,32
04.572.854/0001-01,3401026467,"Pilhas Alcalina Duracel Recarregável AAA",19,"DAT INFORMATICA LTDA ME",300,UND,8601,8400,28.67,28
04.572.854/0001-01,10374668,"CARTUCHO HP C9351AB 21 (5 ML PRETO)",20,"DAT INFORMATICA LTDA ME",15,UND,2070,1500,138,100
04.572.854/0001-01,10374669,"CARTUCHO HP C9352AB 22 (5 ML COLOR)",21,"DAT INFORMATICA LTDA ME",15,UND,2370,2370,158,158
04.572.854/0001-01,3401026468,"CARTUCHO HP C9361A (93 A COLOR (HP 1510 / HP 5440)",22,"DAT INFORMATICA LTDA ME",15,UND,2685,2550,179,170
04.572.854/0001-01,10374671,"CARTUCHO HP C9362A (92 A PRETO HP 1510 HP 5440)",23,"DAT INFORMATICA LTDA ME",15,UND,1114.95,1110,74.33,74
04.572.854/0001-01,10374676,"TONER HP CB436A HP LASERJET P1505/M1120",24,"DAT INFORMATICA LTDA ME",10,UND,4280,3810,428,381
04.572.854/0001-01,10374677,"TONER HP Q2612A HP12A PRETO",25,"DAT INFORMATICA LTDA ME",10,UND,3323.3,3200,332.33,320
04.572.854/0001-01,10374681,"TONER SAMSUNG  SCX4521/1610/2010",26,"DAT INFORMATICA LTDA ME",15,UND,5070,3450,338,230
04.572.854/0001-01,10374682,"TONER SAMSUNG  MLT-D204L/XAZ PTO 5K",27,"DAT INFORMATICA LTDA ME",10,UND,3623.3,2700,362.33,270
04.572.854/0001-01,10374659,"CARTUCHO EPSON T194120 BLACK XP 104/204",28,"DAT INFORMATICA LTDA ME",15,UND,1300.05,975,86.67,65
04.572.854/0001-01,10374660,"CARTUCHO EPSON T194220 CIANO XP 104/204",29,"DAT INFORMATICA LTDA ME",15,UND,1300.05,975,86.67,65
04.572.854/0001-01,10374661,"CARTUCHO EPSON T194320 MAGENTA  XP104/204",30,"DAT INFORMATICA LTDA ME",15,UND,1300.05,975,86.67,65
04.572.854/0001-01,10374662,"CARTUCHO EPSON TI94420 AMARELO XP104/204",31,"DAT INFORMATICA LTDA ME",15,UND,1300.05,975,86.67,65
04.572.854/0001-01,3401026469,"CAIXA DE CABO UTP CAT 6",32,"DAT INFORMATICA LTDA ME",3000,MT,17100,11100,5.7,3.7
04.572.854/0001-01,3401026470,"CAIXA DE CABO UTP CAT 5",33,"DAT INFORMATICA LTDA ME",3000,MT,14100,4500,4.7,1.5
