cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
07.092.322/0001-57,10111896,"Farinha de mandioca",2,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",1000,KG,5020,5020,5.02,5.02
07.092.322/0001-57,4090029,"Farinha de milho.",3,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",500,KG,2485,2485,4.97,4.97
07.092.322/0001-57,10117067,ABACAXI,7,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",700,UND,3850,3850,5.5,5.5
07.092.322/0001-57,10372056,"ABOBORA TRONCO",8,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",400,KG,1140,1140,2.85,2.85
07.092.322/0001-57,10105881,AIPIM,9,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",1500,KG,7725,7725,5.15,5.15
07.092.322/0001-57,10366404,"ALFACE CRESPA.",10,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",2500,UND,8375,8375,3.35,3.35
07.092.322/0001-57,1012407,ARROZ,12,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",10000,KG,46500,46500,4.65,4.65
07.092.322/0001-57,40301327,"Banana Branca",13,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",3500,KG,33390,16695,4.77,4.77
07.092.322/0001-57,10105879,"BATATA DOCE",14,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",800,KG,3168,3168,3.96,3.96
07.092.322/0001-57,10100380,"BATATA INGLESA",15,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",3500,KG,12950,12950,3.7,3.7
07.092.322/0001-57,10105882,BETERRABA,16,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",1000,KG,4350,4350,4.35,4.35
07.092.322/0001-57,40301450,BRÓCOLIS,17,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",800,KG,3424,3424,4.28,4.28
07.092.322/0001-57,15516,"Cebola de  Cabeça",18,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",2700,KG,11340,11340,4.2,4.2
07.092.322/0001-57,10102735,CENOURA,19,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",1200,KG,5400,5400,4.5,4.5
07.092.322/0001-57,40200035,Chuchu,20,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",600,KG,2010,2010,3.35,3.35
07.092.322/0001-57,10365082,"Couve flor",21,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",600,KG,3900,3900,6.5,6.5
07.092.322/0001-57,10367604,"COUVE FOLHA",22,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",1400,UND,5082,5082,3.63,3.63
07.092.322/0001-57,10366408,ESPINAFRE,23,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",600,MA,2226,2226,3.71,3.71
07.092.322/0001-57,10104531,"FEIJAO PRETO",24,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",5300,KG,41605,41605,7.85,7.85
07.092.322/0001-57,10375588,"MORANGA CABOTIÁ",31,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",1700,KG,5610,5610,3.3,3.3
07.092.322/0001-57,1013000,"OVOS  DE GALINHA",32,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",3500,DZ,29225,29225,8.35,8.35
07.092.322/0001-57,10105883,PIMENTAO,33,"COOPER. DE AGR. FAMILIAR DE CRICIUMA - NOSSO FRUTO",1000,KG,4750,4750,4.75,4.75
