ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2023,83.665.141/0001-50,2023-04-13,2028-04-13,2023-04-13,"SETEP CONSTRUCOES S.A","PREFEITURA MUNICIPAL DE CRICIUMA",66,"Contratação de empresa do ramo pertinente para execução dos serviços necessários à realização das obras de implantação de pavimentação asfáltica nas RUAS JOANA FERREIRA FERNANDES; BENTO DE OLIVEIRA; LEVINO WARMLING; JOÃO CARLOS H. NETO; BENTA MARIA PRUDÊNCIO; GUILHERMINA DA SILVA;  SD-1900; SD-690; TEODOLINO J. MACHADO; SD-1905-121; CELESTE RONCHI e GABRIEL J.N MEDEIROS  e restauração e pavimentação asfáltica da CAETANO RONCHI, localizadas no BAIRRO LARANJINHA - Município de Criciúma-SC. (CONVÊNIO: CONTRATO FINISA Nº 0603768-52)."," ",5944888.47
