ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2023,28.072.275/0001-50,2023-07-25,2023-12-31,2023-07-25,"CONFECTIL CONFECCOES DE MALHAS E UNIFORMES LTDA","PREFEITURA MUNICIPAL DE CRICIUMA",147,"O presente edital tem por objetivo a contratação de empresa especializada para a confecção de uniforme (jaquetas), para os agentes da Delegacia Regional de Polícia Civil de	 Criciúma/SC."," ",20908.3
