ano,numero,dataEmissao,tipo,nomeCredor,valor
2023,1984,2023-05-15,Empenhar,"SALVI, LOPES & CIA. LTDA",19.76
2023,1985,2023-05-15,Empenhar,"TURVOMED DISTRIBUIDORA E SERVICOS EIRELI",4785
2023,1986,2023-05-15,Empenhar,"AUTOMX SOLUCOES  EIRELI",914
2023,2848,2023-07-19,Empenhar,"LOGTEC PRODUTOS AGROPECUARIOS EIRELI",984.99
2023,2849,2023-07-19,Empenhar,"TURVOMED DISTRIBUIDORA E SERVICOS EIRELI",1599.5
2023,3319,2023-08-24,Empenhar,"TURVOMED DISTRIBUIDORA E SERVICOS EIRELI",1078
2023,3922,2023-10-11,Empenhar,"TURVOMED DISTRIBUIDORA E SERVICOS EIRELI",3707
2023,4095,2023-10-26,Empenhar,"TURVOMED DISTRIBUIDORA E SERVICOS EIRELI",1078
2024,235,2024-01-16,Empenhar,"TURVOMED DISTRIBUIDORA E SERVICOS EIRELI",3249
2024,236,2024-01-16,Empenhar,"LOGTEC PRODUTOS AGROPECUARIOS EIRELI",984.99
2024,1780,2024-04-17,Empenhar,"SALVI, LOPES & CIA. LTDA",244.08
2024,2166,2024-05-08,Empenhar,"TURVOMED DISTRIBUIDORA E SERVICOS EIRELI",3185.5
