cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
18.067.852/0001-61,INDIVIDUAL," ","itensProposta_e101cb43-5dc6-431d-b903-a1d61b5db52c.csv","CSK2 PRESTADORA DE SERVICO LTDA","CLEBER PAGNAN MILAK","CLEBER PAGNAN MILAK"," "
00.586.327/0001-97,INDIVIDUAL," ","itensProposta_4028e683-5a3e-4e19-a903-2af5914a0b31.csv","SERVTEC SOLUCOES EM SEGURANCA E SERVICOS ESPECIALIZADOS LTDA","TATIANI DO NASCIMENTO SATORNO VIEIRA","TATIANI DO NASCIMENTO SATORNO VIEIRA"," "
47.809.431/0001-67,INDIVIDUAL," ","itensProposta_17ba0581-9c53-4055-a9f0-1a3baa40e329.csv","RP CONSTRUÇÕES LTDA","RONICASTER FERNANDES PAES","RONICASTER FERNANDES PAES"," "
30.958.155/0001-04,INDIVIDUAL," ","itensProposta_923d2561-29db-45da-818e-4d7d59868524.csv","KF ENGENHARIA LTDA","FERNANDO KLIMA FELIPE","FERNANDO KLIMA FELIPE"," "
29.955.884/0001-10,INDIVIDUAL," ","itensProposta_53b0436b-e5bd-4ae5-91ae-3d3152b3354f.csv","PROTECH SEGURANÇA EIRELI","MAURICIO CARDOSO JUNIOR","MAURICIO CARDOSO JUNIOR"," "
47.468.718/0001-70,INDIVIDUAL," ","itensProposta_c55ed6cb-dc8a-488e-a2b9-e970e168e1ad.csv","47.468.718 MARCELO SALES TOMAZ","JOSE ELOIR DO NASCIMENTO","JOSE ELOIR DO NASCIMENTO"," "
