cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
12.600.168/0001-17,INDIVIDUAL," ","itensProposta_6e1b04c0-e8d2-4a4c-bd8a-bf19598820fe.csv","MOLNLYCKE HEALTH CARE VENDA DE PRODUTOS MEDICOS LTDA",,," "
45.015.817/0001-71,INDIVIDUAL," ","itensProposta_97033509-fecf-40e6-b66c-7315cef4c2f6.csv","PROCAUTOS HOSPITALAR LTDA",,," "
07.164.711/0001-40,INDIVIDUAL," ","itensProposta_75c56210-05cd-459d-9891-86385ce3746b.csv","FUFA - SC COMÉRCIO E REPRESENTAÇÃO LTDA",,," "
38.049.999/0001-36,INDIVIDUAL," ","itensProposta_ac14aeea-d73e-4a03-910e-ef55b9ba39a2.csv","D MED DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA",,," "
03.800.317/0001-09,INDIVIDUAL," ","itensProposta_7f681b2b-ff90-431d-a410-50760e170246.csv","COINTER MATERIAL MEDICO HOSPITALAR LTDA",,," "
78.746.773/0001-09,INDIVIDUAL," "," ","CASEX IND DE PLÁSTICOSEPRODUTOS MÉDICOS HOSPITALARES LTDA",,," "
04.415.316/0002-86,INDIVIDUAL," ","itensProposta_823239ea-bc7e-4660-b49c-fe36166cd8dd.csv","GENIAL  PRODUTOS PARA LIMPEZA LTDA",,," "
03.648.990/0001-67,INDIVIDUAL," ","itensProposta_91db4aef-7e85-4c54-84fa-52989b9ca803.csv","MC SURGICAL PRODUTOS MEDICO HOSPITALARES EIRELI",,," "
09.046.469/0001-36,INDIVIDUAL," "," ","YELO COMERCIO DE MATERIAIS HOSPITALARES LTDA",,," "
82.478.140/0001-34,INDIVIDUAL," "," ","SALVI, LOPES & CIA. LTDA",,," "
35.311.953/0001-55,INDIVIDUAL," "," ","ESTOMACENTER MEDICAL CARE EIRELI",,," "
57.532.343/0001-14,INDIVIDUAL," "," ","L.M.FARMA INDÚSTRIA E COMÉRCIO LTDA",,," "
