data,justificativa,responsavel,tipo
2024-07-24,"PASSAGEM ITEM 130 E 239","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2024-07-24,"ALTERAÇÃO VALOR 130 E 239","CLESIO SALVARO",ALTERACAO_PRECOS
2024-11-08,"CANCELAMENTO DOS ITENS 38, 41 E 43","CLESIO SALVARO",CANCELAMENTO
