ano,numero,dataEmissao,tipo,nomeCredor,valor
2024,4190,2024-09-12,Empenhar,"RPS COMERCIO DE PRODUTOS COSMETICOS LTDA",150
2024,4191,2024-09-12,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",4957.4
2024,6816,2024-10-02,Empenhar,"TEDA DISTRIBUIDORA LTDA",2150
2024,4715,2024-10-16,Empenhar,"RPS COMERCIO DE PRODUTOS COSMETICOS LTDA",0
2024,7100,2024-10-22,Empenhar,"TEDA DISTRIBUIDORA LTDA",430
2024,7097,2024-10-22,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",0
2024,5813,2024-08-27,Empenhar,"PESKA SPORT COMERCIO DE ARTIGOS ESPORTIVOS LTDA",0
2024,5814,2024-08-27,Empenhar,"CITY CLEAN COM. EQUIPAMENTOS LTDA",4364
2024,5812,2024-08-27,Empenhar,"RPS COMERCIO DE PRODUTOS COSMETICOS LTDA",6000
2024,5811,2024-08-27,Empenhar,"R. DE O. SANTIL EPI",7000
2024,5551,2024-08-09,Empenhar,"TEDA DISTRIBUIDORA LTDA",2150
2024,5810,2024-08-27,Empenhar,"PIZANI EQUIPAMENTOS DE SEGURANCA EIRELI",0
2024,5766,2024-08-22,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",43437.7
2024,3872,2024-08-27,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",10328.26
2024,3873,2024-08-27,Empenhar,"TEDA DISTRIBUIDORA LTDA",720
2024,3874,2024-08-27,Empenhar,"FACCINA DALTORA EQUIP. SEGURANCA LTDA",4380
2024,3875,2024-08-27,Empenhar,"RPS COMERCIO DE PRODUTOS COSMETICOS LTDA",2250
2024,3871,2024-08-27,Empenhar,"BEST COMERCIO E SERVICOS LTDA",3660
2024,8224,2024-12-03,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",16935.1
2025,714,2025-01-21,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",1467
2025,715,2025-01-21,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",13.89
2025,763,2025-01-21,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",23702.16
2025,1579,2025-03-05,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",9870
2025,2704,2025-04-10,Empenhar,"CITY CLEAN COM. EQUIPAMENTOS LTDA",16207.28
2025,2705,2025-04-10,Empenhar,"TEDA DISTRIBUIDORA LTDA",2160.6
2025,2706,2025-04-10,Empenhar,"RA CONFECCOES E UNIFORMES LTDA",18060
2025,2972,2025-04-28,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",1382.15
2025,3000,2025-04-29,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",394.9
2025,3201,2025-06-05,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",10578
2025,3202,2025-06-05,Empenhar,"RA CONFECCOES E UNIFORMES LTDA",5950
2025,4937,2025-07-15,Empenhar,"DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",16964.75
