data,justificativa,responsavel,tipo
2024-06-26,"Desclassificação dos itens 109 e 112 devido a proposta vencida.","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
2024-07-24,"PASSAGEM DE ITEM 238","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2024-07-24,"ALTERAÇÃO DE VALOR ITEM 238","CLESIO SALVARO",ALTERACAO_PRECOS
