data,justificativa,responsavel,tipo
2024-07-22,"TRANSFERENCIA ITEM 30","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2024-07-22,"ALTERAÇÃO DE PREÇO ITEM 30","CLESIO SALVARO",ALTERACAO_PRECOS
