cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
19.611.064/0001-57,INDIVIDUAL," ","itensProposta_427eb4de-7bf3-44e8-a119-fc219ca3f69f.csv","PIZANI EQUIPAMENTOS DE SEGURANCA EIRELI",,," "
04.709.776/0001-36,INDIVIDUAL," ","itensProposta_b0d68e4b-8cf9-4f35-854a-36194177c4d2.csv","PROJETED CENTRO DE TREINAMENTO E PREVENCAO LTDA",,," "
19.879.447/0001-00,INDIVIDUAL," ","itensProposta_148dfb2e-b04f-4d30-8490-b2b71f2e9ca6.csv","M. TOZZI VESTUARIOS EIRELI",,," "
04.584.756/0001-86,INDIVIDUAL," ","itensProposta_6955d015-e97f-4bf1-87fa-e700bc97749f.csv","FACCINA DALTORA EQUIP. SEGURANCA LTDA",,," "
27.061.442/0002-85,INDIVIDUAL," ","itensProposta_3cb4b190-6d2b-449e-b831-cd7945866d9a.csv","EPI 360 INDÚSTRIA, COMERCIO, IMPORTAÇÂO, EXPORTAÇÃO LTDA",,," "
28.358.842/0001-39,INDIVIDUAL," ","itensProposta_f94126ae-1195-4708-92fe-e4aaefa768bd.csv","TEDA DISTRIBUIDORA LTDA",,," "
10.963.837/0001-90,INDIVIDUAL," ","itensProposta_d07143b5-58ef-40c3-8029-1e0f297d4cf0.csv","RA CONFECCOES E UNIFORMES LTDA",,," "
14.553.228/0001-13,INDIVIDUAL," ","itensProposta_d95e6a3e-2ceb-497a-8387-2b8005bfbc97.csv","INFRAEASY SOLUÇÕES LTDA",,," "
51.960.596/0001-02,INDIVIDUAL," ","itensProposta_809ff7d7-65f0-4fa8-8eb9-1f2039dc2dfc.csv","51.960.596 RUAN PABLO FERNANDES MARQUES",,," "
37.024.362/0001-22,INDIVIDUAL," ","itensProposta_8f25754b-279c-47d8-800f-b18e4a718eaa.csv","SEP LIFE EQUIPAMENTOS DE PROTEÇÃO LTDA",,," "
09.254.808/0001-70,INDIVIDUAL," ","itensProposta_a12da259-41e5-4144-81af-b9d1adb2f066.csv","MMW PRODUTOS HOSPITALARES LTDA",,," "
46.983.819/0001-17,INDIVIDUAL," ","itensProposta_1b209f3e-9dee-4e89-b9b8-18950aa4f052.csv","FAZ VENDAS LTDA",,," "
41.672.404/0001-09,INDIVIDUAL," ","itensProposta_7c13e289-f7fb-4fea-b4cb-567b7dc1bf3e.csv","IRMÃOS DO EPI LTDA",,," "
11.149.885/0001-01,INDIVIDUAL," ","itensProposta_16515608-bfbc-4a1c-b3cb-5fd3bd3a991f.csv","RCC INDUSTRIA E CONFECCAO DE ROUPAS LTDA",,," "
44.998.126/0001-72,INDIVIDUAL," ","itensProposta_b235c1ce-0add-4bee-9db4-034f671c3bdd.csv","SUPPORT SUPRIMENTOS COMERCIO DE EQUIPAMENTOS DE SEGURANÇA LTDA",,," "
50.401.485/0001-01,INDIVIDUAL," ","itensProposta_077ddba1-505d-4058-850d-15a7d2877689.csv","MDX COMERCIO DE EPI LTDA",,," "
53.046.519/0001-77,INDIVIDUAL," ","itensProposta_a9550001-d7dd-46fb-a87b-17fab6ad551d.csv","SNAKE COMERCIAL LTDA",,," "
29.351.402/0001-12,INDIVIDUAL," ","itensProposta_9e560c64-84e8-420b-9b49-cca120db9805.csv","CAPACHOLANDIA COMÉRCIO DE CAPACHOS LTDA",,," "
10.442.984/0001-14,INDIVIDUAL," ","itensProposta_8efaced5-0473-4d1e-9e47-421c6135ffc3.csv","DICRIL - PRODUTOS E EQUIPAMENTOS PARA LIMPEZA E HIGIENE LTDA",,," "
33.668.279/0001-35,INDIVIDUAL," ","itensProposta_19f63a1d-7de4-44b4-8415-bc53210eee37.csv","COMERCIAL KS EIRELI",,," "
26.348.306/0001-27,INDIVIDUAL," ","itensProposta_be86cd6f-9259-48e6-9739-a0d9727e70d2.csv","T & T INDUSTRIA, COMERCIO, IMPORTAÇÃO, EXPORTAÇÃO LTDA",,," "
37.652.289/0001-33,INDIVIDUAL," ","itensProposta_2ff045f5-fc79-4db1-9dca-6ea46f4ffaba.csv","SIMONI INDUSTRIA GRAFICA LTDA",,," "
45.437.747/0001-40,INDIVIDUAL," ","itensProposta_787fa9b7-e307-4533-a3b0-4b2b48b45d74.csv","FENIX COMERCIO DE PRODUTOS CONTRA INCENDIO E SEGURANCA LTDA",,," "
48.151.779/0001-72,INDIVIDUAL," ","itensProposta_1a2be753-d9f5-4359-8dab-d09b759c3456.csv","PRINT & JET, INDUSTRIA, COMERCIO E SERVICOS LTDA",,," "
22.965.509/0001-01,INDIVIDUAL," ","itensProposta_e1cf0816-dce0-4093-bb26-eb9de54cd0be.csv","PESKA SPORT COMERCIO DE ARTIGOS ESPORTIVOS LTDA",,," "
47.332.604/0001-07,INDIVIDUAL," ","itensProposta_8a4fb82e-e24a-45b7-9b3d-e5a48bddd75d.csv","PORTALSEG LICITACOES COM REP LTDA",,," "
41.483.730/0001-78,INDIVIDUAL," ","itensProposta_1183eb9c-af80-4643-8533-12459bcbe4b7.csv","LP EQUIPAMENTOS DE PROTEÇÃO LTDA.",,," "
20.604.417/0001-70,INDIVIDUAL," ","itensProposta_89d87d37-3e73-44a1-843f-d006f75f49b7.csv","RP COMERCIAL LTDA",,," "
52.090.730/0001-24,INDIVIDUAL," ","itensProposta_f81a2683-99b2-4513-88f3-79bf40537cc2.csv","BEST COMERCIO E SERVICOS LTDA",,," "
34.257.820/0001-85,INDIVIDUAL," ","itensProposta_77dd0848-6767-4a9b-b075-0caaea73ae98.csv","MEGA BOR COMERCIO DE EQUIPAMENTOS E VESTUARIO EIRELI",,," "
07.045.994/0001-01,INDIVIDUAL," ","itensProposta_f97a5e43-2aa2-4791-948d-1633c69463f3.csv","ROSILENE TONATTO SPAZZINI - EPP",,," "
30.273.846/0001-66,INDIVIDUAL," ","itensProposta_19ce666e-0b76-4e82-a7c0-dda189611ffb.csv","BRVO DISTRIBUIDORA EIRELI",,," "
51.740.794/0001-60,INDIVIDUAL," ","itensProposta_8c4540b9-7d16-4c9e-ba7c-3e641f9baf39.csv","YNEMED PRODUTOS MEDICOS E HOSPITALARES LTDA",,," "
08.568.311/0001-63,INDIVIDUAL," ","itensProposta_fa044d16-4dc7-4751-912b-6c1415e10935.csv","TREEBUUCHET O COMERCIO DE EQUIPAMENTOS DE PROTECAO INDIVIDUAIS LTDA",,," "
51.077.233/0001-23,INDIVIDUAL," ","itensProposta_14e4baab-7b24-4009-bb53-0c416d6f74dc.csv","MERCURIO EQUIPAMENTOS DE SEGURANCA LTDA",,," "
53.763.552/0001-18,INDIVIDUAL," ","itensProposta_7b913aaf-825b-4746-9a24-ec7f96496083.csv","BARAOSEG LTDA",,," "
48.256.518/0001-17,INDIVIDUAL," ","itensProposta_42ea9fe2-e801-448a-b048-19574cee9014.csv","CITY CLEAN COM. EQUIPAMENTOS LTDA",,," "
29.605.776/0001-17,INDIVIDUAL," ","itensProposta_d82b8d1a-3861-49b9-a137-116a72d1cfd9.csv","TECNOKAP COMERCIO E SERVICOS LTDA",,," "
28.141.384/0001-81,INDIVIDUAL," ","itensProposta_774d4167-d468-4dd4-8c6e-521587d0abeb.csv","GRAFICA PRODATA EIRELI",,," "
46.839.122/0001-77,INDIVIDUAL," ","itensProposta_ff9a19de-2ea2-4bb4-95df-94f80268d78f.csv","INDÚSTRIA E COMERCIO JOSÉ ROMEU NITAQUES ROUPAS LTDA.",,," "
32.385.077/0001-13,INDIVIDUAL," ","itensProposta_ff226530-f5a8-45b2-93fe-3fa8f39f406c.csv","FABRICA DE CALÇADOS DO BRASIL EIRELI",,," "
41.813.885/0001-25,INDIVIDUAL," ","itensProposta_bf052214-6945-447b-9129-b12a4e0a6d50.csv","RPC PRODUTOS E SERVICOS LTDA",,," "
