cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
51.332.827/0001-33,3401028941,"THINNER POLIESTER/PU 5L 454",7,"PLIN COMERCIAL LTDA",40,UND,5782,3913.6,144.55,97.84
76.606.839/0001-30,3401028939,"FUNDO PU 8200 S/CAT CINZA 900ML",5,"CRIPEL TINTAS E PECAS LTDA",120,UND,3594,2760,29.95,23
76.606.839/0001-30,3401028940,"TINTA VERDE FOLHA SINTETICO FORD 3,6L",6,"CRIPEL TINTAS E PECAS LTDA",30,UND,3960,2670,132,89
76.606.839/0001-30,3401028943,"CATALISADOR PU 900ML",9,"CRIPEL TINTAS E PECAS LTDA",180,UND,9516.6,9504,52.87,52.8
76.606.839/0001-30,3401028953,"MASSA PLASTICA 800G",20,"CRIPEL TINTAS E PECAS LTDA",60,UND,1107,1104,18.45,18.4
76.606.839/0001-30,3401028963,"ESTOPA PARA POLIMENTO - SACO COM 1KG",32,"CRIPEL TINTAS E PECAS LTDA",80,UND,947.2,944,11.84,11.8
76.606.839/0001-30,3401028964,"LIXA D'ÁGUA 80 A 600",33,"CRIPEL TINTAS E PECAS LTDA",600,UND,1110,900,1.85,1.5
33.191.758/0001-03,3401028960,"PAPEL PARA ISOLAMENTO 180X45",29,"E. F. REIS COMERCIO DE TINTAS LTDA",60,UND,3600,1260,60,21
81.369.233/0001-68,3401028935,"TINTA BRANCO BANCHISA POLIURETANO 3,6L",1,"DZ - COMERCIO DE TINTAS LTDA",60,UND,19365.6,5334,322.76,88.9
81.369.233/0001-68,3401028936,"TINTA ESMALTE SINT PLUS BRANCO ACABAMENTO 3,6L",2,"DZ - COMERCIO DE TINTAS LTDA",40,UND,4276,2200,106.9,55
81.369.233/0001-68,3401028937,"TINTA ESMALTE SINT PLUS PRETO FOSCO 3,6L",3,"DZ - COMERCIO DE TINTAS LTDA",50,UND,6406.5,3150,128.13,63
