data,justificativa,responsavel,tipo
2024-09-03,"TRANSFERENCIA ITEM 11","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2024-09-03,"ALTERAÇÃO DE VALOR ITEM 11","CLESIO SALVARO",ALTERACAO_PRECOS
