data,justificativa,responsavel,tipo
2024-07-22,"TRANSFERENCIA ITEM 039, 180 E 209","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2024-07-22,"ALTERAÇÃO DE VALOR 39, 180 E 209","CLESIO SALVARO",ALTERACAO_PRECOS
