data,justificativa,responsavel,tipo
2024-11-05,REEQUILIBRIO,"CLESIO SALVARO",ALTERACAO_PRECOS
2025-05-12,REEQUILÍBRIO.,"VAGNER ESPINDOLA RODRIGUES",ALTERACAO_PRECOS
