cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
17.896.535/0001-95,INDIVIDUAL," ","itensProposta_10decfb4-6f27-4b48-bb4d-2484de16b54c.csv","CONSTRUCITY CONSTRUCOES E REFORMAS EIRELI",,," "
06.537.227/0001-57,INDIVIDUAL," ","itensProposta_21efe676-077c-430f-a85c-b4812f0fa90f.csv","SUPREME CONSTRUTORA LTDA",,," "
31.252.609/0001-81,INDIVIDUAL," ","itensProposta_459cd942-af35-4894-9515-c8c7366fbb5b.csv","WEST ENGENHARIA LTDA",,," "
10.599.044/0001-33,INDIVIDUAL," ","itensProposta_9d3755f9-39fa-4512-b4b6-eae968c36945.csv","CONSONI CONSTRUCOES LTDA",,," "
27.887.077/0001-81,INDIVIDUAL," ","itensProposta_4505212c-3d78-4c5d-ab6e-aa1231987b67.csv","MR ADMINISTRACAO DE OBRAS LTDA",,," "
10.607.931/0001-06,INDIVIDUAL," ","itensProposta_961fc14b-6be8-4d9a-820c-cf4006a5a86f.csv","KAMILLA CONSTRUCOES E PROJETOS LTDA",,," "
72.381.015/0001-58,INDIVIDUAL," ","itensProposta_678e8ab4-a0e8-440e-bf55-567b5d763a58.csv","REDIL CONSTRUTORA LIMITADA",,," "
42.373.814/0001-11,INDIVIDUAL," ","itensProposta_066d7e4e-5cbe-442a-a282-bb7c07f94dba.csv","FABRIS PRESTADORA DE SERVICOS LTDA",,," "
44.192.165/0001-88,INDIVIDUAL," ","itensProposta_cb4fe8c7-567f-43f3-b9bc-899a1ec0fbcf.csv","CAPPELLESSO CONSTRUÇÕES LTDA",,," "
15.246.158/0001-13,INDIVIDUAL," ","itensProposta_9abff12b-7df4-407b-9133-ae3adcec4444.csv","S & S CONSTRUCOES LTDA",,," "
03.851.496/0001-03,INDIVIDUAL," ","itensProposta_f8ea53b3-1aa2-40fc-8b93-7ca8fc079f62.csv","CONSTRUTORA NELGUI LTDA",,," "
28.698.633/0001-34,INDIVIDUAL," ","itensProposta_e2b6f75a-8ed6-47fa-9ab3-018d36d802c1.csv","PM EMPREENDIMENTOS DA CONSTRUÇÃO CIVIL EIRELI",,," "
40.099.403/0001-54,INDIVIDUAL," ","itensProposta_8aef827f-8cff-41fc-8575-19854d337741.csv","RCM CONSTRUCOES LTDA",,," "
41.375.870/0001-22,INDIVIDUAL," ","itensProposta_cadac809-ed8e-4375-b347-5f936894ff0c.csv","DSD. CONSTRUCOES. RH & SRV TERCEIRIZADO LTDA",,," "
74.111.709/0001-09,INDIVIDUAL," ","itensProposta_5e5ffda6-4a56-4fa1-a522-a7c5e39744ae.csv","ENGETOM CONSTRUCAO CIVIL LTDA",,," "
27.343.319/0001-76,INDIVIDUAL," ","itensProposta_aae1444e-5170-4bb5-b2b6-29cb7a57135f.csv","B3M CONSTRUTORA LTDA",,," "
