ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2025,16.841.656/0001-77,2025-01-15,2026-01-15,2025-01-15,"CARDIO VITTA - DIAGNOSTICOS EM CARDIOLOGIA LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",1,"CREDENCIAMENTO de prestadores de serviços Especializados em realização de exames de média e alta complexidade, para atendimento Ambulatorial, aos usuários do Sistema Único de Saúde – SUS do município, de acordo com as normas do Sistema Único de Saúde, discriminados nos Códigos e Procedimentos constantes nos GRUPOS 02, Sub Grupo 01, 03, 04, 05, 06, 07, 08, 09 e 11, GRUPO 03, Sub Grupo 03 e 09 e GRUPO 05, Sub Grupo 01, com base no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS (SIGTAP/SUS)."," ",1370227.08
2025,08.595.574/0001-61,2025-01-15,2026-01-15,2025-01-15,"CARDIOEXPRESS CLINICA DE CARDIOLOGIA E MEDICINA DO ESPORTE E REABILITACAO LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2,"CREDENCIAMENTO de prestadores de serviços Especializados em realização de exames de média e alta complexidade, para atendimento Ambulatorial, aos usuários do Sistema Único de Saúde – SUS do município, de acordo com as normas do Sistema Único de Saúde, discriminados nos Códigos e Procedimentos constantes nos GRUPOS 02, Sub Grupo 01, 03, 04, 05, 06, 07, 08, 09 e 11, GRUPO 03, Sub Grupo 03 e 09 e GRUPO 05, Sub Grupo 01, com base no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS (SIGTAP/SUS)."," ",144540
2025,07.650.568/0001-05,2025-01-14,2026-01-14,2025-01-14,"CITOCENTRO LABORATÓRIO DE CITOLOGIA LTDA ME","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",3,"CREDENCIAMENTO de prestadores de serviços Especializados em realização de exames de média e alta complexidade, para atendimento Ambulatorial, aos usuários do Sistema Único de Saúde – SUS do município, de acordo com as normas do Sistema Único de Saúde, discriminados nos Códigos e Procedimentos constantes nos GRUPOS 02, Sub Grupo 01, 03, 04, 05, 06, 07, 08, 09 e 11, GRUPO 03, Sub Grupo 03 e 09 e GRUPO 05, Sub Grupo 01, com base no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS (SIGTAP/SUS)."," ",115250.76
2025,80.084.619/0001-60,2025-01-14,2026-01-14,2025-01-14,"CLINIGASTRO CLINICA MEDICA LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",4,"CREDENCIAMENTO de prestadores de serviços Especializados em realização de exames de média e alta complexidade, para atendimento Ambulatorial, aos usuários do Sistema Único de Saúde – SUS do município, de acordo com as normas do Sistema Único de Saúde, discriminados nos Códigos e Procedimentos constantes nos GRUPOS 02, Sub Grupo 01, 03, 04, 05, 06, 07, 08, 09 e 11, GRUPO 03, Sub Grupo 03 e 09 e GRUPO 05, Sub Grupo 01, com base no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS (SIGTAP/SUS)."," ",91917.48
2025,80.084.619/0001-60,2025-01-14,2026-01-14,2025-01-14,"CLINIGASTRO CLINICA MEDICA LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",5,"CREDENCIAMENTO de prestadores de serviços Especializados em realização de exames de média e alta complexidade, para atendimento Ambulatorial, aos usuários do Sistema Único de Saúde – SUS do município, de acordo com as normas do Sistema Único de Saúde, discriminados nos Códigos e Procedimentos constantes nos GRUPOS 02, Sub Grupo 01, 03, 04, 05, 06, 07, 08, 09 e 11, GRUPO 03, Sub Grupo 03 e 09 e GRUPO 05, Sub Grupo 01, com base no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS (SIGTAP/SUS)."," ",620075.52
2025,81.351.967/0001-10,2025-01-14,2026-01-14,2025-01-14,"DI PREVER LABORATORIO LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",6,"CREDENCIAMENTO de prestadores de serviços Especializados em realização de exames de média e alta complexidade, para atendimento Ambulatorial, aos usuários do Sistema Único de Saúde – SUS do município, de acordo com as normas do Sistema Único de Saúde, discriminados nos Códigos e Procedimentos constantes nos GRUPOS 02, Sub Grupo 01, 03, 04, 05, 06, 07, 08, 09 e 11, GRUPO 03, Sub Grupo 03 e 09 e GRUPO 05, Sub Grupo 01, com base no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS (SIGTAP/SUS)."," ",342377.52
2025,82.995.705/0001-50,2025-01-14,2026-01-14,2025-01-14,"DR. FLAVIO PAULO ALTHOFF DIAGNOSTICO POR IMAGEM LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",7,"CREDENCIAMENTO de prestadores de serviços Especializados em realização de exames de média e alta complexidade, para atendimento Ambulatorial, aos usuários do Sistema Único de Saúde – SUS do município, de acordo com as normas do Sistema Único de Saúde, discriminados nos Códigos e Procedimentos constantes nos GRUPOS 02, Sub Grupo 01, 03, 04, 05, 06, 07, 08, 09 e 11, GRUPO 03, Sub Grupo 03 e 09 e GRUPO 05, Sub Grupo 01, com base no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS (SIGTAP/SUS)."," ",2871796.56
2025,83.852.418/0001-54,2025-01-14,2026-01-14,2025-01-14,"FUNDACAO SOCIAL HOSPITALAR DE ICARA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",8,"CREDENCIAMENTO de prestadores de serviços Especializados em realização de exames de média e alta complexidade, para atendimento Ambulatorial, aos usuários do Sistema Único de Saúde – SUS do município, de acordo com as normas do Sistema Único de Saúde, discriminados nos Códigos e Procedimentos constantes nos GRUPOS 02, Sub Grupo 01, 03, 04, 05, 06, 07, 08, 09 e 11, GRUPO 03, Sub Grupo 03 e 09 e GRUPO 05, Sub Grupo 01, com base no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS (SIGTAP/SUS)."," ",788132.16
2025,37.237.792/0001-22,2025-01-14,2026-01-14,2025-01-14,"GASTROSLIM CLÍNICA INTEGRADA LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",9,"CREDENCIAMENTO de prestadores de serviços Especializados em realização de exames de média e alta complexidade, para atendimento Ambulatorial, aos usuários do Sistema Único de Saúde – SUS do município, de acordo com as normas do Sistema Único de Saúde, discriminados nos Códigos e Procedimentos constantes nos GRUPOS 02, Sub Grupo 01, 03, 04, 05, 06, 07, 08, 09 e 11, GRUPO 03, Sub Grupo 03 e 09 e GRUPO 05, Sub Grupo 01, com base no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS (SIGTAP/SUS)."," ",587412.72
2025,28.700.530/0022-96,2025-01-14,2026-01-14,2025-01-14,"INSTITUTO MARIA SCHMITT DE DESENVOLVIMENTO DE ENSINO, ASSISTENCIA SOCIAL E SAUDE DO CIDADAO","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",10,"CREDENCIAMENTO de prestadores de serviços Especializados em realização de exames de média e alta complexidade, para atendimento Ambulatorial, aos usuários do Sistema Único de Saúde – SUS do município, de acordo com as normas do Sistema Único de Saúde, discriminados nos Códigos e Procedimentos constantes nos GRUPOS 02, Sub Grupo 01, 03, 04, 05, 06, 07, 08, 09 e 11, GRUPO 03, Sub Grupo 03 e 09 e GRUPO 05, Sub Grupo 01, com base no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS (SIGTAP/SUS)."," ",7895653.44
