ano,numero,dataEmissao,tipo,nomeCredor,valor
2024,4464,2024-06-27,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",409519.8
2024,4888,2024-07-15,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",459000
2024,5099,2024-07-30,Empenhar,"CBB INDUSTRIA E COMERCIO DE ASFALTOS E ENGENHARIA LTDA",55050
2024,5314,2024-08-01,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",151961.8
2024,7554,2024-11-06,Empenhar,"CBB INDUSTRIA E COMERCIO DE ASFALTOS E ENGENHARIA LTDA",58415.4
2024,7555,2024-11-06,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",474309
2024,5556,2024-08-09,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",294456
2024,5555,2024-08-09,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",195000
2024,5910,2024-08-29,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",438817.5
2024,8311,2024-12-05,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",281605.5
2024,8543,2024-12-18,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",0
2025,111,2025-01-02,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",292383
2025,110,2025-01-02,Empenhar,"CBB INDUSTRIA E COMERCIO DE ASFALTOS E ENGENHARIA LTDA",58650
2025,924,2025-01-30,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",6714
2025,1438,2025-02-17,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",140046
2025,1595,2025-02-25,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",526710.6
2025,2276,2025-03-25,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",521327.3
2025,2649,2025-04-08,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",50000
2025,2650,2025-04-08,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",250000
2025,2651,2025-04-08,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",233000
2025,3358,2025-05-12,Empenhar,"CBB INDUSTRIA E COMERCIO DE ASFALTOS E ENGENHARIA LTDA",70380
2025,3374,2025-05-12,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",333000
2025,3375,2025-05-12,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",179905.9
2025,3916,2025-06-03,Empenhar,"CBB INDUSTRIA E COMERCIO DE ASFALTOS E ENGENHARIA LTDA",70380
2025,3917,2025-06-03,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",180000
2025,3919,2025-06-03,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",100000
2025,3918,2025-06-03,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",180000
2025,3920,2025-06-03,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",73000
2025,4098,2025-06-17,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",100000
2025,4099,2025-06-17,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",100000
2025,4110,2025-06-17,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",300000
2025,4111,2025-06-17,Empenhar,"TRACADO CONSTRUCOES E SERVICOS LTDA",33000
