ano,numero,dataEmissao,tipo,nomeCredor,valor
2024,477,2024-10-30,Empenhar,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA",2846.9
2024,478,2024-10-30,Empenhar,"FRANBIFF COMERCIO E TRANSPORTES LTDA",14249.05
2024,479,2024-10-30,Empenhar,"ROSILEIA RAUPP DE BEM MACHADO",28232.53
2024,480,2024-10-30,Empenhar,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",61252.49
2024,500,2024-10-30,Empenhar,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",25423.79
2024,520,2024-11-26,Empenhar,"FRANBIFF COMERCIO E TRANSPORTES LTDA",3952.88
2024,519,2024-11-26,Empenhar,"ROSILEIA RAUPP DE BEM MACHADO",18247.53
2024,517,2024-11-26,Empenhar,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA",6042.4
2024,518,2024-11-26,Empenhar,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",24781.51
2024,521,2024-11-26,Empenhar,"FRANBIFF COMERCIO E TRANSPORTES LTDA",7392.56
2024,552,2024-11-29,Empenhar,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",1017.59
2024,566,2024-12-12,Empenhar,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA",348.6
2024,567,2024-12-12,Empenhar,"ROSILEIA RAUPP DE BEM MACHADO",2212.8
2024,568,2024-12-12,Empenhar,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",0
2024,569,2024-12-12,Empenhar,"FRANBIFF COMERCIO E TRANSPORTES LTDA",418.8
2024,573,2024-12-16,Empenhar,"ROSILEIA RAUPP DE BEM MACHADO",8642.73
2024,572,2024-12-16,Empenhar,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA",0
2024,571,2024-12-16,Empenhar,"FRANBIFF COMERCIO E TRANSPORTES LTDA",0
2024,574,2024-12-16,Empenhar,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",6685.32
2025,51,2025-01-02,Empenhar,"ROSILEIA RAUPP DE BEM MACHADO",3465.29
2025,52,2025-01-02,Empenhar,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA",348.6
2025,53,2025-01-02,Empenhar,"FRANBIFF COMERCIO E TRANSPORTES LTDA",547.31
2025,54,2025-01-02,Empenhar,"BARRA COMERCIO E DISTRIBUICAO DE ALIMENTOS EIRELI",3738.71
2025,98,2025-01-09,Empenhar,"ROSILEIA RAUPP DE BEM MACHADO",2025.29
2025,136,2025-01-17,Empenhar,"COOPERATIVA FAMILIAR DE PRODUCAO AGRICOLA NOVA VIDA",2324
