cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
13.780.714/0001-01,INDIVIDUAL," ","itensProposta_5ab56ff6-db94-4af3-90d1-61462c96f8ed.csv","TOXICOLOGIA PARDINI LABORATORIOS S/A",,," "
05.934.885/0003-81,INDIVIDUAL," ","itensProposta_650f1c2f-e9d0-4a7a-8e3a-a79c78158650.csv","SODRE SL DIAGNOSTICOS E PESQUISAS LABORATORIAIS LTDA",,," "
75.896.282/0001-56,INDIVIDUAL," ","itensProposta_ade1e06b-4bea-480d-bff1-3ef797f67489.csv","LABORATÓRIO MONTEIRO LTDA",,," "
