cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
08.432.848/0001-00,10384288,"Impressão de lona front light, 4x0 cores, 440 gr",1,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",11,M2,352,238.7,32,21.7
08.432.848/0001-00,10380232,"Confecção de adesivo 100x115cm, 4x0",2,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",10,UND,750,508.6,75,50.86
08.432.848/0001-00,10377434,"Banner 90x120cm 4x0 cores em lona Front Light 440gr. Colocaç",3,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",10,UND,650,440.8,65,44.08
08.432.848/0001-00,3401030426,"confecção e colocação de adesivo 4x0 cores vinil automotivo com impressão digital, refile corte preto ou eletrônico",4,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",10,M²,800,542.5,80,54.25
08.432.848/0001-00,3401030427,"IMPRESSÃO DE ADESIVO VINIL FOTOGRAFICO COM APLICAÇÃO EM OS 2MM",5,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",10,M²,1500,1017.3,150,101.73
08.432.848/0001-00,10380236,"Placa em acrílico 2mm",6,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",10,M2,3500,2581.3,350,258.13
08.432.848/0001-00,340100476,"Confecção de convite tam. 21x29,7 em papel couche matte 210.",7,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",1000,UND,1500,1010,1.5,1.01
08.432.848/0001-00,3401030431,"confecção de panfleto de programação tam. 15x21. 4x4 cores, papel couche 115gr",8,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",2000,UND,2040,1380,1.02,0.69
08.432.848/0001-00,340100478,"Confecção de cartaz publicitario 4x0 cores papel couche.",9,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",1500,UND,1875,1260,1.25,0.84
08.432.848/0001-00,3401030436,"confecção de cartaz publicitário 4x0 cores, tam. 40x60, papel couche matte",10,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",1000,UND,2350,1590,2.35,1.59
08.432.848/0001-00,10380238,"Confecção de folder, 4x4 cores, papel couche 180gr. Tam A4.",11,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",1000,UND,1500,1010,1.5,1.01
08.432.848/0001-00,10380239,"Confecção de banners tam. 1,20x0,90, em lona com acabamento.",12,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",10,UND,650,440.8,65,44.08
08.432.848/0001-00,221,"Confecção de certificados tam. A-4 em papel reciclado 180 gr",13,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",1000,UND,1140,770,1.14,0.77
08.432.848/0001-00,10380241,"Confecção de convite 4x4 papel adesivo grosso",14,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",1000,UND,3000,2030,3,2.03
08.432.848/0001-00,10380242,"Confecção de envelope tam. 36,5x25,4 - 1 cor.",15,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",1500,UND,4740,3210,3.16,2.14
08.432.848/0001-00,10380243,"Confecção de fleyrs frente e verso em 4x4 cores, 15x21cm, pa",16,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",10000,UND,10000,6700,1,0.67
08.432.848/0001-00,1483,"Confecção de folders em papel couche 150gr, tam. A-4 c/ 2 do",17,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",10000,UND,13000,8800,1.3,0.88
08.432.848/0001-00,10380245,"Confecção de cartazes, tam. A3 em papel couche brilho 150gr.",18,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",2000,UND,2400,1620,1.2,0.81
08.432.848/0001-00,1485,"Confecção de cartazes tam A3 em papel cocuhe 115g.",19,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",2000,UND,2200,1480,1.1,0.74
08.432.848/0001-00,3401030450,"confecção de etiquetas adesivas, plásticas numeradas, tam 5x2,5",20,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",1500,UND,525,345,0.35,0.23
08.432.848/0001-00,10380248,"Confecção de etiquetas adesivas, plasticas, tam. 7x4cm.",21,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",1500,UND,675,450,0.45,0.3
08.432.848/0001-00,3401030451,"confecção de certificado tam. A4 em papel couche 180gr",22,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",1250,UND,1325,887.5,1.06,0.71
08.432.848/0001-00,3401030452,"confecção de certificado tam A4 em papel  couche 180 gr,  com brasão do município de fundo",23,"ALPHA PRINT COMUNICACAO VISUAL E EDITORA LTDA",1250,UND,1325,887.5,1.06,0.71
