data,justificativa,responsavel,tipo
2024-06-26,"Desclassificação dos itens 109 e 112 devido a proposta vencida.","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2024-06-26,"Chamamento segundo colocado.","CLESIO SALVARO",ALTERACAO_PRECOS
