data,justificativa,responsavel,tipo
2024-07-22,"TRANSFERENCIA ITENS 286 E 413","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2024-07-22,"ALTERAÇÃO DE VALOR 286 E 413","CLESIO SALVARO",ALTERACAO_PRECOS
