ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2025,83.650.994/0001-19,2025-02-19,2026-02-19,2025-02-19,"CAMPOSDIAS COMERCIO DE EXTINTORES LTDA","FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CRICIUMA",3,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",344886.97
2025,85.241.693/0001-67,2025-02-19,2026-02-19,2025-02-19,"DEFESA SISTEMAS CONTRA INCÊNDIO LTDA","FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CRICIUMA",4,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",31954.55
2025,83.650.994/0001-19,2025-02-19,2026-02-19,2025-02-19,"CAMPOSDIAS COMERCIO DE EXTINTORES LTDA","PREFEITURA MUNICIPAL DE CRICIUMA",19,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",721437.4
2025,83.650.994/0001-19,2025-02-19,2026-02-19,2025-02-19,"CAMPOSDIAS COMERCIO DE EXTINTORES LTDA","PREFEITURA MUNICIPAL DE CRICIUMA",20,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",25596.5
2025,83.650.994/0001-19,2025-02-19,2026-02-19,2025-02-19,"CAMPOSDIAS COMERCIO DE EXTINTORES LTDA","PREFEITURA MUNICIPAL DE CRICIUMA",21,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",70112.95
2025,83.650.994/0001-19,2025-02-19,2026-02-19,2025-02-19,"CAMPOSDIAS COMERCIO DE EXTINTORES LTDA","PREFEITURA MUNICIPAL DE CRICIUMA",22,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",189694.6
2025,83.650.994/0001-19,2025-02-19,2026-02-19,2025-02-19,"CAMPOSDIAS COMERCIO DE EXTINTORES LTDA","PREFEITURA MUNICIPAL DE CRICIUMA",23,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",948038.28
2025,85.241.693/0001-67,2025-02-19,2026-02-19,2025-02-19,"DEFESA SISTEMAS CONTRA INCÊNDIO LTDA","PREFEITURA MUNICIPAL DE CRICIUMA",25,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",35895.47
2025,85.241.693/0001-67,2025-02-19,2026-02-19,2025-02-19,"DEFESA SISTEMAS CONTRA INCÊNDIO LTDA","PREFEITURA MUNICIPAL DE CRICIUMA",26,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",7775
2025,85.241.693/0001-67,2025-02-19,2026-02-19,2025-02-19,"DEFESA SISTEMAS CONTRA INCÊNDIO LTDA","PREFEITURA MUNICIPAL DE CRICIUMA",27,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",27949.05
2025,85.241.693/0001-67,2025-02-19,2026-02-19,2025-02-19,"DEFESA SISTEMAS CONTRA INCÊNDIO LTDA","PREFEITURA MUNICIPAL DE CRICIUMA",28,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",52930.6
2025,85.241.693/0001-67,2025-02-19,2026-02-19,2025-02-19,"DEFESA SISTEMAS CONTRA INCÊNDIO LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",62,"Prestação de serviços de manutenção preventiva e corretiva, compreendendo o fornecimento de materiais de prevenção de incêndios, em atendimento as Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma/SC."," ",13495.33
