ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2025,33.068.320/0001-32,2025-03-18,2026-03-18,2025-03-18,"ASCLEPIOS EQUIPAMENTOS HOSPITALARES EIRELI","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",69,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",10088
2025,32.473.099/0001-35,2025-03-18,2026-03-18,2025-03-18,"DPS COMERCIO DE MATERIAIS HOSPITALARES LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",70,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",10853
2025,36.999.842/0001-46,2025-03-18,2026-03-18,2025-03-18,"EQUIPSUL COMERCIO E ASSISTENCIA TECNICA DE EQUIPAMENTOS A SAUDE LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",71,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",22188.9
2025,11.050.321/0001-17,2025-03-18,2026-03-18,2025-03-18,"GIGANTE PRODUTOS MEDICOS EIRELI-EPP","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",72,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",12060
2025,39.346.590/0001-44,2025-03-18,2026-03-18,2025-03-18,"KDN COMERCIO ATACADISTA LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",73,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",272
2025,31.499.939/0001-76,2025-03-18,2026-03-18,2025-03-18,"M.K.R. COMERCIO DE EQUIPAMENTOS EIRELI","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",74,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",980
2025,31.030.858/0001-22,2025-03-18,2026-03-18,2025-03-18,"MEDIC LIFE DISTRIBUIDORA DE MEDICAMENTOS LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",75,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",1179
2025,05.788.117/0001-03,2025-03-18,2026-03-18,2025-03-18,"METALIC MEDICAL PRODUTOS HOSPITALARES LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",76,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",8344.24
2025,05.021.932/0001-34,2025-03-18,2026-03-18,2025-03-18,"MF DE ALMEIDA & CIA. LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",77,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",24207.73
2025,38.259.748/0001-86,2025-03-18,2026-03-18,2025-03-18,"MIAMIMED PRODUTOS ODONTOLOGICOS LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",78,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",3259.6
2025,24.384.602/0001-58,2025-03-18,2026-03-18,2025-03-18,"MZZ - COMERCIO DE PRODUTOS PARA SAUDE LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",79,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",326
2025,28.877.319/0001-19,2025-03-18,2026-03-18,2025-03-18,"PIETRA ODONTO IMPORTACAO E DISTRIBUIDORA LTDA","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",80,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",1150
2025,05.523.731/0001-35,2025-03-18,2026-03-18,2025-03-18,"V.L. FUZETI - COMERCIAL","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",81,"Contratação de empresa do ramo pertinente, para fornecimento de equipamentos Médico-Hospitalares e Odontológicos, para as dependências do novo prédio da UBS I Linha Batista pertencente a Rede Municipal de Saúde de Criciúma/SC. (Portaria Conjunta Estadual SGG SEF 005/2023)."," ",3195
