data,justificativa,responsavel,tipo
2024-08-28,"PASSAGEM ITEM 171","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2024-08-28,"ALTERAÇÃO DE VALOR ITEM 171","CLESIO SALVARO",ALTERACAO_PRECOS
