data,justificativa,responsavel,tipo
2025-04-08,"TRANFERENCIA DE ITEM 11","VAGNER ESPINDOLA RODRIGUES",RECEBIMENTO_POR_TRANSF
2025-04-08,"ALTERAÇÃO DE PREÇO ITEM 11 APOS RECEBIMENTO","VAGNER ESPINDOLA RODRIGUES",ALTERACAO_PRECOS
