data,justificativa,responsavel,tipo
2024-07-24,"PASSAGEM ITEM 130 E 239","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
2024-07-24,"PASSAGEM DE ITEM 238","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
2024-08-28,"PASSAGEM ITEM 171","CLESIO SALVARO",TRANSF_PARA_OUTRA_ATA
