cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
27.830.943/0001-06,3401028319,"TRATOR CORTADOR DE GRAMA, com as seguintes especificações mínimas: potencia mínima do motor: 19 hp; Transmissão: manual de 07 velocidades (seis a frente e uma a ré); Combustível: gasolina; Capacidade mínima tanque de combustível: 5,70 lt; Capacidade do Carter igual ou superior: 1,3 lt; Sistema de partida: elétrica; Largura do corte mínimo: 106 cm; Descarga de grama: Lateral. Garantia mínima de 12 meses.",1,"LAURETH IMPORTS LTDA",1,UND,18700,18500,18700,18500
