ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2024,02.858.451/0001-90,2024-02-27,2025-02-26,2024-02-27,"COZICRIL COZINHA INDUSTRIAL CRICIUMA LTDA - ME","PREFEITURA MUNICIPAL DE CRICIUMA",29,"Contratação de empresa especializada, para fornecimento de refeições prontas/almoço na forma de “Buffet, livre a quente” e “marmita”, a serem servidas para os servidores da Prefeitura Municipal de Criciúma/SC."," ",2664372
2024,02.858.451/0001-90,2024-02-27,2025-02-26,2024-02-27,"COZICRIL COZINHA INDUSTRIAL CRICIUMA LTDA - ME","FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",12,"Contratação de empresa especializada, para fornecimento de refeições prontas/almoço na forma de “Buffet, livre a quente” e “marmita”, a serem servidas para os servidores da Prefeitura Municipal de Criciúma/SC."," ",585028
