cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
09.051.762/0001-91,INDIVIDUAL," ","itensProposta_7cc36b09-9c49-4435-b766-67523732716d.csv","NUTRIGERO NUTRIÇÃO ANIMAL LTDA",,," "
54.554.708/0001-13,INDIVIDUAL," ","itensProposta_4a068674-f0e8-44c2-b971-0f90fb333cc8.csv","SEVEN BRAZIL DISTRIBUIDORA LTDA",,," "
28.358.842/0001-39,INDIVIDUAL," ","itensProposta_1cf09542-fb42-49bd-91d5-028fc8a002ae.csv","TEDA DISTRIBUIDORA LTDA",,," "
52.743.219/0001-84,INDIVIDUAL," "," ","GSW DISTRIBUIDORA LTDA",,," "
17.979.656/0001-09,INDIVIDUAL," ","itensProposta_04eefbd4-60d0-438a-80ff-19a5a7d41fed.csv","CLINICA VETERINARIA VETS & PETS LTDA",,," "
31.846.631/0001-50,INDIVIDUAL," ","itensProposta_20cdd5e6-705e-43ad-b54a-12d54b61e551.csv","VKS COMÉRCIO LOGISTICA E TRANSPORTES LTDA",,," "
43.564.314/0001-20,INDIVIDUAL," ","itensProposta_c5a0e5e6-ccdb-48f2-9ba5-75f93c99590e.csv","G.N. FOODS COM E DISTRIBUIDORA DE RAÇÕES LTDA",,," "
33.203.073/0001-30,INDIVIDUAL," ","itensProposta_b1e8207a-b3b4-4365-917e-940213a94731.csv","SANDER SOARES 04982122970",,," "
39.897.322/0001-10,INDIVIDUAL," ","itensProposta_0b815ff3-806c-4434-b285-3b9486cdeb83.csv","K-2 NUTRICAO ANIMAL EIRELI",,," "
49.340.443/0001-10,INDIVIDUAL," ","itensProposta_b9d625c1-f855-43c0-9fdc-0ecda3a98f73.csv","DISTRIBUIDORA JFC LTDA",,," "
