ano,numero,dataEmissao,tipo,nomeCredor,valor
2025,1195,2025-02-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",8392.07
2025,1196,2025-02-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",1207.33
2025,1197,2025-02-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",331.07
2025,37,2025-02-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",261.91
2025,1107,2025-02-14,Empenhar,"DE LUCA PECAS AUTOMOTIVAS LTDA",1837.31
2025,1108,2025-02-14,Empenhar,"KING OF FILTER AND OIL LTDA",2587.04
2025,1398,2025-02-14,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",1998.02
2025,1406,2025-02-14,Empenhar,"KING OF FILTER AND OIL LTDA",11141.98
2025,1106,2025-02-14,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",652.03
2025,1397,2025-02-14,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",225.04
2025,1407,2025-02-14,Empenhar,"KING OF FILTER AND OIL LTDA",6006.85
2025,1408,2025-02-14,Empenhar,"KING OF FILTER AND OIL LTDA",1634.16
2025,1109,2025-02-14,Empenhar,"RV DIESEL INJECAO ELETRONICA E BOMBAS LTDA",1134.16
2025,1399,2025-02-14,Empenhar,"RV DIESEL INJECAO ELETRONICA E BOMBAS LTDA",252.22
2025,55,2025-02-14,Empenhar,"RV DIESEL INJECAO ELETRONICA E BOMBAS LTDA",1163.36
2025,239,2025-03-05,Empenhar,"DPR COMERCIO DE AUTO PECAS LTDA",190.36
2025,2216,2025-03-20,Empenhar,"DE LUCA PECAS AUTOMOTIVAS LTDA",684.69
2025,1838,2025-03-20,Empenhar,"DE LUCA PECAS AUTOMOTIVAS LTDA",1304.44
2025,2835,2025-04-16,Empenhar,"KING OF FILTER AND OIL LTDA",7218.63
2025,2836,2025-04-16,Empenhar,"KING OF FILTER AND OIL LTDA",4512.51
2025,2837,2025-04-16,Empenhar,"KING OF FILTER AND OIL LTDA",1607.48
2025,2351,2025-04-17,Empenhar,"KING OF FILTER AND OIL LTDA",254.46
2025,143,2025-04-16,Empenhar,"KING OF FILTER AND OIL LTDA",3739.23
2025,2852,2025-04-17,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",961.72
2025,306,2025-04-25,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",385
2025,2982,2025-04-28,Empenhar,"DE LUCA PECAS AUTOMOTIVAS LTDA",532.67
2025,2983,2025-04-28,Empenhar,"DE LUCA PECAS AUTOMOTIVAS LTDA",279.66
2025,2498,2025-04-29,Empenhar,"DE LUCA PECAS AUTOMOTIVAS LTDA",1293.48
2025,3232,2025-05-05,Empenhar,"BORGES COMERCIO VAREJISTA DE PECAS E RETIFICA DE MOTORES LTDA",1009.92
2025,2654,2025-05-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",247.57
2025,3248,2025-05-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",6448.92
2025,3249,2025-05-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",203.74
2025,3250,2025-05-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",212.86
2025,3251,2025-05-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",247.57
2025,3252,2025-05-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",2775.31
2025,3253,2025-05-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",265.43
2025,3254,2025-05-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",630.22
2025,171,2025-05-05,Empenhar,"CENTRO AUTOMOTIVO FICA FRIO LTDA",247.57
2025,4071,2025-06-13,Empenhar,"RV DIESEL INJECAO ELETRONICA E BOMBAS LTDA",2328.33
2025,380,2025-06-13,Empenhar,"RV DIESEL INJECAO ELETRONICA E BOMBAS LTDA",474.06
2025,3342,2025-06-17,Empenhar,"DE LUCA PECAS AUTOMOTIVAS LTDA",268.2
