data,justificativa,responsavel,tipo
2024-07-22,"TRANFERENCIA ITEM 091, 109, 161 E 345","CLESIO SALVARO",RECEBIMENTO_POR_TRANSF
2024-07-22,"ALTERAÇÃO DE VALOR 91, 109, 161, 345","CLESIO SALVARO",ALTERACAO_PRECOS
