cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
02.657.928/0001-79,3401028488,"Placa de Mesa",5,"PONTO DAS SOLUCOES TECNOLOGICAS EIRELI",10,UNI,2283.3,2283.3,228.33,228.33
02.657.928/0001-79,3401028489,"Placa de Mesa Comando-Geral",6,"PONTO DAS SOLUCOES TECNOLOGICAS EIRELI",9,UNI,2193.75,2193.75,243.75,243.75
02.657.928/0001-79,3401028490,"Placa suporte de espada",7,"PONTO DAS SOLUCOES TECNOLOGICAS EIRELI",3,UNI,2611.32,2611.32,870.44,870.44
02.657.928/0001-79,3401028491,"Placa Quadro Ex-Comandantes",8,"PONTO DAS SOLUCOES TECNOLOGICAS EIRELI",5,UNI,1925,1925,385,385
02.657.928/0001-79,3401028496,"Sacola Plástica Personalizada",10,"PONTO DAS SOLUCOES TECNOLOGICAS EIRELI",5,MIL,1421.35,1421.35,284.27,284.27
33.935.731/0001-88,3401028483,"Troféu Personalizado 4BBM pequeno",2,"FERNANDA BAPTISTA LTDA",75,UNID,9110.25,7717.5,121.47,102.9
26.194.954/0001-76,3401028485,"Chaveiro personalizado 4BBM",3,"ELOART METAIS LTDA",1500,UNID,6135,5400,4.09,3.6
46.174.834/0001-14,3401028487,"Caneca Personalizada 4º BBM",4,"46.174.834 JOAO ANTONIO LOCH",100,UNI,1625,1170,16.25,11.7
44.651.148/0001-61,10363789,"CADEIRAS PLÁSTICAS",11,"M.L. COMERCIO E REPRESENTACOES LTDA",200,UND,9044,8720,45.22,43.6
44.651.148/0001-61,10370137,"Mesa Plastica",12,"M.L. COMERCIO E REPRESENTACOES LTDA",5,UND,487.3,344.5,97.46,68.9
28.480.081/0001-93,3401028481,"Troféu Personalizado 4BBM",1,"INOVA LASER E COMUNICAÇÃO VISUAL LTDA",75,UND,15106.5,10177.5,201.42,135.7
28.480.081/0001-93,3401028492,"Banner Autoridades Com Tripé",9,"INOVA LASER E COMUNICAÇÃO VISUAL LTDA",2,UNI,329.66,329.46,164.83,164.73
