cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
82.691.296/0001-07,3401022948,"Contratação de empresa para realizar a execução e recuperação, sob demanda, de obras de encostas, canais de drenagem, cabeceiras de pontes, sarjetas triangulares, caixa de ligação e manutenção nas bocas de lobo, no município de Criciúma - SC.",1,"EMPREITEIRA DE MAO DE OBRA CROCETA LTDA",1,UND,751593.27,529169.45,751593.27,529169.45
