ano,cnpjCpfContratado,dataAssinatura,dataVigenciaFinal,dataVigenciaInicial,nomeContratado,nomeEntidade,numero,objeto,situacao,valor
2022,08.158.865/0001-92,2022-10-26," ",2022-10-26,"MULTIBAN LOCAÇÕES DE BENS MÓVEIS LTDA - EPP","PREFEITURA MUNICIPAL DE CRICIÚMA",227,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",0
2022,06.333.757/0001-83,2022-10-26," ",2022-10-26,"CADU EVENTOS LTDA","PREFEITURA MUNICIPAL DE CRICIÚMA",228,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",0
2022,06.029.711/0001-75,2022-11-03," ",2022-11-03,"SCAR REEF ENTRETENIMENTO EIRELI","PREFEITURA MUNICIPAL DE CRICIÚMA",241,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",1100609.75
2022,08.158.865/0001-92,2022-10-26," ",2022-10-26,"MULTIBAN LOCAÇÕES DE BENS MÓVEIS LTDA - EPP","FUNDO MUNICIPAL DE SAÚDE DE CRICIÚMA",53,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",0
2022,06.333.757/0001-83,2022-10-26," ",2022-10-26,"CADU EVENTOS LTDA","FUNDO MUNICIPAL DE SAÚDE DE CRICIÚMA",54,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",0
2022,06.029.711/0001-75,2022-11-03," ",2022-11-03,"SCAR REEF ENTRETENIMENTO EIRELI","FUNDO MUNICIPAL DE SAÚDE DE CRICIÚMA",57,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",125629.79
2022,06.333.757/0001-83,2022-10-26," ",2022-10-26,"CADU EVENTOS LTDA","FUNDO MUNICIPAL DE ASSIST. SOCIAL DE CRICIÚMA",12,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",109100
2022,06.029.711/0001-75,2022-11-03," ",2022-11-03,"SCAR REEF ENTRETENIMENTO EIRELI","FUNDO MUNICIPAL DE ASSIST. SOCIAL DE CRICIÚMA",14,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",161142.29
2022,08.158.865/0001-92,2022-10-26," ",2022-10-26,"MULTIBAN LOCAÇÕES DE BENS MÓVEIS LTDA - EPP","FUNDAÇÃO CULTURAL DE CRICIÚMA",5,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",105000
2022,06.333.757/0001-83,2022-10-26," ",2022-10-26,"CADU EVENTOS LTDA","FUNDAÇÃO CULTURAL DE CRICIÚMA",6,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",708272
2022,06.029.711/0001-75,2022-11-03," ",2022-11-03,"SCAR REEF ENTRETENIMENTO EIRELI","FUNDAÇÃO CULTURAL DE CRICIÚMA",8,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",492730.36
2022,08.158.865/0001-92,2022-10-26," ",2022-10-26,"MULTIBAN LOCAÇÕES DE BENS MÓVEIS LTDA - EPP","FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",14,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",15500
2022,06.333.757/0001-83,2022-10-26," ",2022-10-26,"CADU EVENTOS LTDA","FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",15,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",217781.7
2022,06.029.711/0001-75,2022-10-26," ",2022-10-26,"SCAR REEF ENTRETENIMENTO EIRELI","FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",16,"Contratação de empresa para prestação de serviços, de forma parcelada, de locação, incluindo montagem e desmontagem de estruturas para eventos, para atendimentos as diversas Secretarias, Diretorias, Fundos e Fundações do Município de Criciúma - SC."," ",244862.13
