cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
01.733.345/0001-17,INDIVIDUAL," "," ","NOELI VIEIRA DISTRIBUIDORA DE SOROS",,," "
30.066.353/0001-55,INDIVIDUAL," "," ","TRAUMAFIX DISTRIBUIDORA DE PRODUTOS MÉDICOS HOSPITALAR LTDA.",,," "
24.399.184/0001-72,INDIVIDUAL," ","itensProposta_bf6ab3bd-0551-44b6-9f8a-28137027dcb9.csv","CIRURGICA PLENA PRODUTOS HOSPITALARES - EIRELI",,," "
36.757.380/0001-50,INDIVIDUAL," ","itensProposta_c547c8e5-b149-48c6-a4a9-79ff07725f1e.csv","MEDSANTA COMERCIO DE MEDICAMENTOS E MATERIAIS MEDICOS LTDA",,," "
21.589.394/0001-35,INDIVIDUAL," "," ","IMPÉRIO INDUSTRIA E COMERCIO DE BANDEIRAS EIRELI - ME",,," "
37.778.759/0001-00,INDIVIDUAL," ","itensProposta_78080803-5d5d-4c64-a876-1114d064efd0.csv","CWBCARE PRODUTOS MEDICO HOSPITALARES LTDA",,," "
30.888.187/0001-72,INDIVIDUAL," "," ","PEROLA IMPORTADORA E DISTRIBUIDORA HOSPITALAR EIRELI",,," "
41.414.934/0001-57,INDIVIDUAL," "," ","VMB DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL MÉDICO HOSPITALAR LTDA",,," "
24.537.945/0001-05,INDIVIDUAL," "," ","SANIMED INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALA",,," "
23.312.871/0001-46,INDIVIDUAL," ","itensProposta_41ff21b3-93ef-4d8f-b444-f36aff996068.csv","EXEMPLARMED COMERCIO DE PRODUTOS HOSPITALARES LTDA",,," "
14.425.382/0001-00,INDIVIDUAL," ","itensProposta_5ead3cee-0086-42dc-a0bb-370435b2d10b.csv","MEDICAL LIFE COMÉRCIO EIRELLI ME",,," "
74.127.473/0002-71,INDIVIDUAL," "," ","DIMERIOS COMERCIO DE MATERIAIS CIRÚRGICOS EIRELI",,," "
27.105.456/0001-72,INDIVIDUAL," ","itensProposta_f6bd2f2e-52f1-4a80-a94c-af7e77bdd17e.csv","MEDICENTRO COMERCIO DE MEDICAMENTOS LTDA",,," "
39.840.107/0001-83,INDIVIDUAL," "," ","MASTERMEDIC DISTRIBUIDORA LTDA",,," "
01.470.743/0001-98,INDIVIDUAL," ","itensProposta_336c20b0-5b5b-4e4c-8df8-f472d9cb2ef5.csv","BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",,," "
10.566.711/0001-81,INDIVIDUAL," "," ","DIFE DISTRIBUIDORA DE MEDICAMENTOS LTDA",,," "
22.437.236/0001-22,INDIVIDUAL," "," ","PRIMAZIA MATERIAIS MÉDICOS HOSPITALARES LTDA - ME",,," "
05.948.061/0001-07,INDIVIDUAL," ","itensProposta_bd207e5b-29b5-40ae-b295-7511249a37ee.csv","ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",,," "
82.478.140/0001-34,INDIVIDUAL," ","itensProposta_7287f3b7-899d-4b3c-8fff-44883adc4dc8.csv","SALVI, LOPES & CIA. LTDA",,," "
34.064.557/0001-08,INDIVIDUAL," ","itensProposta_d681a747-02f1-44d5-b4f8-b5b2b328a011.csv","MEDMED COMERCIO DE MATERIAIS HOSPITALARES LTDA",,," "
27.300.682/0001-04,INDIVIDUAL," ","itensProposta_b771aebe-4ba1-4152-9beb-19f64f5b28ca.csv","BMH PRODUTOS MEDICOS HOSPITALARES - EIRELI",,," "
25.463.374/0001-74,INDIVIDUAL," ","itensProposta_937481a3-cf0c-479a-8e2d-c49d9b80436c.csv","MEDEFE PRODUTOS MEDICO- HOSPITALARES LTDA",,," "
00.802.002/0001-02,INDIVIDUAL," ","itensProposta_f6e52567-6e01-436d-8dd8-7d2150cb90ca.csv","ALTERMED MATERIAL MEDICO HOSPITALAR LTDA",,," "
21.484.336/0001-47,INDIVIDUAL," ","itensProposta_e4cafd98-7439-480b-a8d2-4e436daca477.csv","MMH MED COMERCIO DE PRODUTOS HOSPITALARES LTDA",,," "
17.472.278/0001-64,INDIVIDUAL," "," ","GOLDENPLUS-COMÉRCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA",,," "
20.235.404/0001-71,INDIVIDUAL," ","itensProposta_d1d4fc7a-00b7-4abd-933a-5ce860139993.csv","DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA",,," "
