cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
03.777.341/0069-54,3401022029,"Laudos LTCAT, PPRA e PCMSO e LIP",1,"SERVICO SOCIAL DA INDUSTRIA",1,SER,120653.64,120653.64,120653.64,120653.64
