ano,numero,dataEmissao,tipo,nomeCredor,valor
2022,4813,2022-11-04,Empenhar,"CWBCARE PRODUTOS MEDICO HOSPITALARES LTDA",7500
2022,4814,2022-11-04,Empenhar,"D & D PRODUTOS DE HIGIENE E LIMPEZA LTDA ME",2140
2022,4815,2022-11-04,Empenhar,"DELTA SHOP - DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA",2265
2022,4816,2022-11-04,Empenhar,"IS 8 INTERNATIONAL SUPPLIES IMPORTACAO E COMERCIO DE PRODUTOS HOSPITALARES LTDA",1200
2022,4817,2022-11-04,Empenhar,"JOHNNY FELIPE CONTESINI DE OLIVEIRA - EPP",2850
2022,4818,2022-11-04,Empenhar,"MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A",3870
2022,4819,2022-11-04,Empenhar,"MEDMED COMERCIO DE MATERIAIS HOSPITALARES LTDA",13859.95
2022,4820,2022-11-04,Empenhar,"PRODUVALE PRODUTOS HOSPITALARES LTDA",4650
2022,4821,2022-11-04,Empenhar,"RBR COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA",5276.95
2022,4822,2022-11-04,Empenhar,"GEORGINI PRODUTOS HOSPITALARES LTDA",2900
2022,4823,2022-11-04,Empenhar,"ATLANTICO BC PRODUTOS PARA SAUDE - EIRELI",18845.94
2022,4824,2022-11-04,Empenhar,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",24420
2022,4825,2022-11-04,Empenhar,"DENTAL SHOW - COMERCIO DE PRODUTOS ODONTOLOGICOS E",1958.15
2022,4826,2022-11-04,Empenhar,"SNOP CORRELATOS INDUSTRIA E COMERCIO LTDA",850
2022,4827,2022-11-04,Empenhar,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",66379.3
2022,4828,2022-11-04,Empenhar,"VERO MEDICAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA",24745
2022,4829,2022-11-04,Empenhar,"MASTERMEDIC DISTRIBUIDORA LTDA",10551.5
2022,4830,2022-11-04,Empenhar,"CIRÚRGICA ONIX - EIRELI",58886.48
2022,5158,2022-11-29,Empenhar,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",1428
2023,234,2023-01-16,Empenhar,"MEDMED COMERCIO DE MATERIAIS HOSPITALARES LTDA",13704.95
2023,235,2023-01-16,Empenhar,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",25077
2023,236,2023-01-16,Empenhar,"ATLANTICO BC PRODUTOS PARA SAUDE - EIRELI",12568.44
2023,237,2023-01-16,Empenhar,"BLUMEDICA PRODUTOS MEDICOS E CIRURGICOS LTDA",3315
2023,238,2023-01-16,Empenhar,"MASTERMEDIC DISTRIBUIDORA LTDA",11215
2023,239,2023-01-16,Empenhar,"CWBCARE PRODUTOS MEDICO HOSPITALARES LTDA",7000
2023,240,2023-01-16,Empenhar,"RBR COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA",1465
2023,241,2023-01-16,Empenhar,"PRODUVALE PRODUTOS HOSPITALARES LTDA",9300
2023,242,2023-01-16,Empenhar,"SNOP CORRELATOS INDUSTRIA E COMERCIO LTDA",850
2023,243,2023-01-16,Empenhar,"VERO MEDICAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA",18946
2023,244,2023-01-16,Empenhar,"MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A",3880
2023,559,2023-01-30,Empenhar,"ATLANTICO BC PRODUTOS PARA SAUDE - EIRELI",4680
2023,560,2023-01-30,Empenhar,"VERO MEDICAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA",3623
2023,741,2023-02-08,Empenhar,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",10132.4
2023,873,2023-02-22,Empenhar,"CIRÚRGICA ONIX - EIRELI",2226.2
2023,874,2023-02-22,Empenhar,"MASTERMEDIC DISTRIBUIDORA LTDA",10056
2023,875,2023-02-22,Empenhar,"METROMED MATERIAL MEDICO HOSPITALAR",5300
2023,876,2023-02-22,Empenhar,"PROSAUDE DISTRIBUIDORA DE MEDICAMENTOS  EIRELI",27295
2023,877,2023-02-22,Empenhar,"RBR COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA",1583.48
2023,878,2023-02-22,Empenhar,"ISAMED - MATERIAIS MEDICOS HOPITALARES LTDA",21019.3
