cnpjCpfVencedor,codigo,descricao,numero,participanteVencedor,quantidade,unidadeMedida,valorTotalReferencia,valorTotalVencedor,valorUnitarioReferencia,valorUnitarioVencedor
08.158.865/0001-92,0,,1,"MULTIBAN LOCAÇÕES DE BENS MÓVEIS LTDA - EPP",200,,100000,100000,500,500
08.158.865/0001-92,0,,2,"MULTIBAN LOCAÇÕES DE BENS MÓVEIS LTDA - EPP",190,,38000,38000,200,200
08.158.865/0001-92,0,,3,"MULTIBAN LOCAÇÕES DE BENS MÓVEIS LTDA - EPP",230,,80500,80500,350,350
06.333.757/0001-83,0,,26,"CADU EVENTOS LTDA",380,,114000,113973.4,300,299.93
06.333.757/0001-83,0,,27,"CADU EVENTOS LTDA",380,,133000,132965.8,350,349.91
06.333.757/0001-83,0,,28,"CADU EVENTOS LTDA",420,,96600,96574.8,230,229.94
06.333.757/0001-83,0,,29,"CADU EVENTOS LTDA",330,,59400,59386.8,180,179.96
06.333.757/0001-83,0,,24,"CADU EVENTOS LTDA",670,,13400,13400,20,20
06.333.757/0001-83,0,,25,"CADU EVENTOS LTDA",670,,23450,23450,35,35
06.333.757/0001-83,0,,23,"CADU EVENTOS LTDA",700,,38500,38500,55,55
06.333.757/0001-83,0,,12,"CADU EVENTOS LTDA",700,,63000,62930,90,89.9
06.333.757/0001-83,0,,13,"CADU EVENTOS LTDA",700,,66500,66150,95,94.5
06.333.757/0001-83,0,,4,"CADU EVENTOS LTDA",3200,,256000,252512,80,78.91
06.333.757/0001-83,0,,5,"CADU EVENTOS LTDA",17000,,680000,675920,40,39.76
06.333.757/0001-83,0,,6,"CADU EVENTOS LTDA",15000,,270000,266700,18,17.78
06.333.757/0001-83,0,,7,"CADU EVENTOS LTDA",3400,,85000,83198,25,24.47
06.333.757/0001-83,0,,8,"CADU EVENTOS LTDA",1700,,51000,49266,30,28.98
06.333.757/0001-83,0,,9,"CADU EVENTOS LTDA",4000,,80000,77920,20,19.48
06.333.757/0001-83,0,,10,"CADU EVENTOS LTDA",10000,,250000,248700,25,24.87
06.333.757/0001-83,0,,11,"CADU EVENTOS LTDA",6000,,360000,357180,60,59.53
06.029.711/0001-75,0,,14,"SCAR REEF ENTRETENIMENTO EIRELI",52,,429000,391280.24,8250,7524.62
06.029.711/0001-75,0,,15,"SCAR REEF ENTRETENIMENTO EIRELI",42,,300300,276577.14,7150,6585.17
06.029.711/0001-75,0,,16,"SCAR REEF ENTRETENIMENTO EIRELI",50,,230000,211664,4600,4233.28
06.029.711/0001-75,0,,17,"SCAR REEF ENTRETENIMENTO EIRELI",40,,172800,158044.4,4320,3951.11
06.029.711/0001-75,0,,18,"SCAR REEF ENTRETENIMENTO EIRELI",52,,423800,317957.12,8150,6114.56
06.029.711/0001-75,0,,19,"SCAR REEF ENTRETENIMENTO EIRELI",42,,279300,256821.6,6650,6114.8
06.029.711/0001-75,0,,20,"SCAR REEF ENTRETENIMENTO EIRELI",60,,289200,262454.4,4820,4374.24
06.029.711/0001-75,0,,21,"SCAR REEF ENTRETENIMENTO EIRELI",30,,70500,62096.1,2350,2069.87
06.029.711/0001-75,0,,22,"SCAR REEF ENTRETENIMENTO EIRELI",30,,155700,141105,5190,4703.5
