cnpjCpfFornecedor,formaParticipacao,idFornecedor,itensProposta,nomeFonecedor,representanteCertame,responsavelFornecedor,socios
35.939.671/0001-05,INDIVIDUAL," ","itensProposta_f3a4f075-1365-4661-b7f4-9697752d28e3.csv","LLM DROGARIA LTDA",,," "
03.777.341/0163-21,INDIVIDUAL," ","itensProposta_7f3698a0-c1a7-4bfd-921a-7d4ed5f92fbc.csv","SERVICO SOCIAL DA INDUSTRIA",,," "
